"filename","created_at","taxon","habit","root_system","height_min","height_low","height_high","height_max","height_unit","extrafloral_nectaries_presence","extrafloral_nectaries_location","extrafloral_nectary_length_min","extrafloral_nectary_length_low","extrafloral_nectary_length_high","extrafloral_nectary_length_max","extrafloral_nectary_length_unit","extrafloral_nectary_width_min","extrafloral_nectary_width_low","extrafloral_nectary_width_high","extrafloral_nectary_width_max","extrafloral_nectary_width_unit","extrafloral_nectary_shape","inflorescence_type","inflorescence_shape","inflorescence_length_min","inflorescence_length_low","inflorescence_length_high","inflorescence_length_max","inflorescence_length_unit","inflorescence_width_min","inflorescence_width_low","inflorescence_width_high","inflorescence_width_max","inflorescence_width_unit","inflorescence_count_per_node_min","inflorescence_count_per_node_low","inflorescence_count_per_node_high","inflorescence_count_per_node_max","inflorescence_organization","flowers_count_per_inflorescence_min","flowers_count_per_inflorescence_low","flowers_count_per_inflorescence_high","flowers_count_per_inflorescence_max","involucre_presence","involucre_description","floral_bract_length_min","floral_bract_length_low","floral_bract_length_high","floral_bract_length_max","floral_bract_length_unit","floral_bract_width_min","floral_bract_width_low","floral_bract_width_high","floral_bract_width_max","floral_bract_width_unit","floral_bract_shape","floral_bract_indumentum","flower_merosity","petal_number","sepal_number","pedicel_length_min","pedicel_length_low","pedicel_length_high","pedicel_length_max","pedicel_length_unit","pedicel_width_min","pedicel_width_low","pedicel_width_high","pedicel_width_max","pedicel_width_unit","bisexual_flowers_presence","male_flowers_presence","male_flower_position","heteromorphic_flower_presence","heteromorphic_flower_position","sterile_flower_presence","sterile_flower_position","sepals_aestivation","calyx_shape","calyx_length_min","calyx_length_low","calyx_length_high","calyx_length_max","calyx_length_unit","calyx_tube_length_min","calyx_tube_length_low","calyx_tube_length_high","calyx_tube_length_max","calyx_tube_length_unit","calyx_tube_width_min","calyx_tube_width_low","calyx_tube_width_high","calyx_tube_width_max","calyx_tube_width_unit","calyx_lobe_length_min","calyx_lobe_length_low","calyx_lobe_length_high","calyx_lobe_length_max","calyx_lobe_length_unit","calyx_lobe_width_min","calyx_lobe_width_low","calyx_lobe_width_high","calyx_lobe_width_max","calyx_lobe_width_unit","calyx_indumentum","sepal_length_min","sepal_length_low","sepal_length_high","sepal_length_max","sepal_length_unit","sepal_width_min","sepal_width_low","sepal_width_high","sepal_width_max","sepal_width_unit","sepal_union","corolla_shape","corolla_length_min","corolla_length_low","corolla_length_high","corolla_length_max","corolla_length_unit","corolla_tube_length_min","corolla_tube_length_low","corolla_tube_length_high","corolla_tube_length_max","corolla_tube_length_unit","corolla_tube_diameter_min","corolla_tube_diameter_low","corolla_tube_diameter_high","corolla_tube_diameter_max","corolla_tube_diameter_unit","corolla_lobe_length_min","corolla_lobe_length_low","corolla_lobe_length_high","corolla_lobe_length_max","corolla_lobe_length_unit","corolla_lobe_width_min","corolla_lobe_width_low","corolla_lobe_width_high","corolla_lobe_width_max","corolla_lobe_width_unit","corolla_tube_indumentum","corolla_lobe_indumentum","corolla_lobe_veins_count","petal_length_min","petal_length_low","petal_length_high","petal_length_max","petal_length_unit","petal_width_min","petal_width_low","petal_width_high","petal_width_max","petal_width_unit","petal_union","petals_aestivation","stamen_count","stamen_tube_presence","androecial_tube_presence","staminal_tube_presence","filament_length_min","filament_length_low","filament_length_high","filament_length_max","filament_length_unit","filament_color","anther_gland_presence","anther_length_min","anther_length_low","anther_length_high","anther_length_max","anther_length_unit","anther_width_min","anther_width_low","anther_width_high","anther_width_max","anther_width_unit","stemonozone_presence","staminode_count_per_flower_min","staminode_count_per_flower_low","staminode_count_per_flower_high","staminode_count_per_flower_max","staminode_length_min","staminode_length_low","staminode_length_high","staminode_length_max","staminode_length_unit","staminode_width_min","staminode_width_low","staminode_width_high","staminode_width_max","staminode_width_unit","staminode_shape","intrastaminal_disc_presence","intrastaminal_nectary_presence","ovary_stalk_length_min","ovary_stalk_length_low","ovary_stalk_length_high","ovary_stalk_length_max","ovary_stalk_length_unit","ovary_length_min","ovary_length_low","ovary_length_high","ovary_length_max","ovary_length_unit","ovary_width_min","ovary_width_low","ovary_width_high","ovary_width_max","ovary_width_unit","ovary_shape","ovary_indumentum","carpels_count_min","carpels_count_low","carpels_count_high","carpels_count_max","ovary_count_min","ovary_count_low","ovary_count_high","ovary_count_max","ovule_count_min","ovule_count_low","ovule_count_high","ovule_count_max","style_length_min","style_length_low","style_length_high","style_length_max","style_length_unit","stigma_shape","seed_count_min","seed_count_low","seed_count_high","seed_count_max","seed_length_min","seed_length_low","seed_length_high","seed_length_max","seed_length_unit","seed_width_min","seed_width_low","seed_width_high","seed_width_max","seed_width_unit","seed_shape","seed_color","seed_texture","inflorescence_peduncle_length_min","inflorescence_peduncle_length_low","inflorescence_peduncle_length_high","inflorescence_peduncle_length_max","inflorescence_peduncle_length_unit","inflorescence_peduncle_width_min","inflorescence_peduncle_width_low","inflorescence_peduncle_width_high","inflorescence_peduncle_width_max","inflorescence_peduncle_width_unit","receptacle_length_min","receptacle_length_low","receptacle_length_high","receptacle_length_max","receptacle_length_unit","anther_length_mlow","stamen_count_min","stamen_count_max","androecium_count","androecium_count_min","androecium_count_max","stamen_count_low","stamen_count_high","androecium_merous","androecium_count_low","androecium_count_high","corolla_indumentum","calyx_merosity","corolla_merosity","stemonozone_length_min","stemonozone_length_low","stemonozone_length_high","stemonozone_length_max","stemonozone_length_unit","staminal_tube_length_min","staminal_tube_length_low","staminal_tube_length_high","staminal_tube_length_max","staminal_tube_length_unit","androecial_tube_length_min","androecial_tube_length_low","androecial_tube_length_high","androecial_tube_length_max","androecial_tube_length_unit","androecial_tube_width_min","androecial_tube_width_low","androecial_tube_width_high","androecial_tube_width_max","androecial_tube_width_unit","stamen_tube_length_min","stamen_tube_length_low","stamen_tube_length_high","stamen_tube_length_max","stamen_tube_length_unit","stamonozone_length_unit","androecium_length_min","androecium_length_low","androecium_length_unit","calyx_lobes_shape","petal_width_width_low","petal_width_width_high","petal_width_width_max","sepals_free","sepals_shape","sepal_shape","calyx_absent","calyx_lobe_shape","sepals","calyx_color","corolla_color","extrafloral_nectary_head_diameter_min","extrafloral_nectary_head_diameter_low","extrafloral_nectary_head_diameter_high","extrafloral_nectary_head_diameter_max","extrafloral_nectary_head_diameter_unit","species"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0001.txt","2025-10-02T16:41:41.345711","Calliandra pittieri","shrubs and trees",NA,NA,NA,20,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"capitula","hemispherical",NA,NA,NA,NA,NA,2,2,4,4,"mm",NA,1,3,NA,NA,NA,14,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oblong or subulate",NA,"5-merous",NA,5,NA,NA,NA,NA,NA,NA,0.4,0.9,NA,"mm",NA,NA,NA,"yes","peripheral",NA,NA,NA,NA,NA,1.3,3.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.6,NA,"mm",NA,NA,NA,NA,NA,"brownish-puberulent or glabrous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,"mm",2,3.6,9,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,2.7,3,6.2,6.2,"cm","pallid at base and crimson distally, rarely crimson throughout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,9,9,13,13,"mm",7,7,10,10,"mm","discoid","brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_pittieri"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0002.txt","2025-10-02T16:42:17.185375","Calliandra pittieri var. pittieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_pittieri_pittieri"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0003.txt","2025-10-02T16:42:53.864475","Calliandra pittieri var. polyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_pittieri_polyphylla"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0004.txt","2025-10-02T16:43:33.490590","Calliandra purdiaei","arborescent skrubs",NA,1.5,2,8,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"capitula",NA,NA,NA,NA,NA,NA,NA,2.5,5.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,6,NA,"mm",NA,NA,NA,NA,NA,"subulate or linear",NA,"5-merous",NA,NA,0.7,1.2,2.7,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,"present","peripheral",NA,NA,NA,NA,4,5.3,7.2,NA,"mm",NA,NA,NA,NA,NA,NA,1.3,3.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"thinly puberulent or glabrous",1.5,NA,3.2,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,10,11.5,NA,"mm",NA,7,11,NA,"mm",NA,NA,NA,NA,NA,NA,2.2,3.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,4.4,NA,6.5,NA,"cm","carmine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,8,8,9,9,11,11,"mm",6.5,6.5,8.5,8.5,"mm",NA,"dull brown","papery",2,2.5,5.5,NA,"cm",NA,NA,NA,NA,NA,2.5,NA,5.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_purdiei"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0005.txt","2025-10-02T16:44:13.134205","Calliandra glomerulata","shrubs",NA,1,2,8,18,"m","present","intrastaminal disc",NA,0.45,1.5,NA,"mm",NA,NA,NA,NA,NA,"lobed intrastaminal disc","capitula",NA,NA,1,2,NA,"mm",NA,NA,NA,NA,NA,1,1,3,NA,"pseudoracemose",NA,NA,NA,NA,NA,NA,NA,0.3,1.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,"either 4 or 5-merous",NA,NA,0.3,NA,1,NA,"mm",0.5,NA,1.1,NA,"mm","bisexual","staminate","central","dimorphic","central",NA,NA,NA,"campanulate or turbinate-campanulate",1.4,1.8,3.2,NA,"mm",NA,NA,NA,NA,NA,1.2,NA,2.3,NA,"mm",1.2,1.6,2.7,NA,"mm",NA,NA,NA,NA,NA,"glabrous or puberulent distally",0.35,NA,0.8,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,4.5,7.1,NA,"mm",NA,2,3.4,NA,"mm",NA,NA,NA,NA,NA,1.2,1.6,2.7,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"staminal tube present in terminal flower","present in peripheral flowers, long-exserted in terminal flower","present in terminal flower",NA,30,39,NA,"mm","pink-carmine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"obscure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present","present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"silky-barbate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,6.5,NA,12,NA,"mm",4,NA,8,NA,"mm",NA,"brown dark-speckled","smooth",4,NA,18,NA,"mm",NA,NA,NA,NA,NA,1,NA,2,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_glomerulata"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0006.txt","2025-10-02T16:44:49.930547","Calliandra glomerulata var. glomervlata",NA,NA,140,NA,1400,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_glomerulata_glomerulata"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0007.txt","2025-10-02T16:45:25.857818","Calliandra glomerulata var. parvifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_glomerulata_parvifolia"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0008.txt","2025-10-02T16:46:04.695550","Calliandra cruegeri","Arborescent shrubs",NA,1,2,6,NA,"m","present","intrastaminal",NA,0.5,0.9,NA,"mm",NA,NA,NA,NA,NA,"cupular","capitula","subglobose or claviform",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,21,NA,NA,NA,1,1,1.5,1.5,"mm",NA,NA,NA,NA,NA,"ovate",NA,NA,NA,NA,0,0,0.45,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,"yes","peripheral and terminal",NA,NA,NA,"campanulate",1.8,1.8,2.9,2.9,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.55,NA,"mm",NA,NA,NA,NA,NA,"glabrous externally, sometimes micro-ciliolate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,6.2,NA,"mm",NA,NA,NA,NA,NA,NA,NA,2.5,NA,"mm",NA,1.4,2,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,17,24,NA,"mm","whitish proximally, pink distally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present","present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glabrous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,5.5,5.5,NA,"mm",NA,2.5,3,NA,"mm","ellipsoid","dusky-mottled","finely pleurogrammic",0,0,3,3,"mm",NA,NA,NA,NA,NA,NA,2,2,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_cruegeri"
"Barneby_1998_Silk_Tree_Guanacaste_Monkey_s_Earring_Part_III_treatment_0009.txt","2025-10-02T16:46:44.800130","Calliandra tolimensis","arborescent shrubs",NA,2,NA,8,NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"capitula","clavate or subspherical",3,3,8,NA,"mm",3,3,3.5,NA,"mm",NA,1,2,3,NA,18,NA,32,NA,NA,NA,NA,2,2.5,NA,"mm",NA,NA,NA,NA,NA,"ovate or lanceolate",NA,"5-merous",NA,NA,1,NA,3.3,NA,"mm",0.8,NA,1.8,NA,"mm",NA,NA,NA,"yes","peripheral",NA,NA,NA,"deeply campanulate or narrowly um-shaped",4,4,6,6,"mm",NA,NA,NA,NA,NA,2.6,2.6,4.2,4.2,"mm",NA,1.3,1.3,1.3,"mm",NA,NA,NA,NA,NA,"thinly puberulent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,14.5,NA,"mm",NA,4,7.5,10,"mm",NA,NA,NA,NA,NA,1.4,3.5,5.5,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,"present",4.4,4.4,6.6,6.6,"cm","white proximally, carmine distally",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"present","present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"white-silky beyond middle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,10,10,11.5,11.5,"mm",6.5,6.5,7.5,7.5,"mm",NA,"brown","papery",1.5,2,8,NA,"cm",NA,NA,NA,NA,NA,3,3,8,NA,"mm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calliandra_tolimensis"
