"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"1","Calliandra pittieri",1,"163092","Calliandra pittieri",1,"species","","",NA,"Standl.","Fabaceae","Calliandra","Calliandra",1,"pittieri","pittieri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42259-2","","Y","Accepted","Calliandra pittieri","Calliandra pittieri","Standl.","163092","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42259-2","","Fabaceae","1","1","wcvp","0",""
"2","Calliandra pittieri var. pittieri",1,"192305","Calliandra pittieri var. pittieri",1,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"pittieri","pittieri",1,"","",NA,"var.","pittieri",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223814-1","","Y","Accepted","Calliandra pittieri var. pittieri","Calliandra pittieri","","192305","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223814-1","","Fabaceae","1","1","wcvp","0",""
"3","Calliandra pittieri var. polyphylla",1,"192306","Calliandra pittieri var. polyphylla",1,"variety","","",NA,"(Harms) Barneby","Fabaceae","Calliandra","Calliandra",1,"pittieri","pittieri",1,"","",NA,"var.","polyphylla",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010228-1","","Y","Accepted","Calliandra pittieri var. polyphylla","Calliandra pittieri","(Harms) Barneby","192306","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010228-1","","Fabaceae","1","1","wcvp","0",""
"4","Calliandra purdiaei",0.97922049354994,"163095","Calliandra purdiei",0.97922049354994,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"purdiaei","purdiei",0.875,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42269-2","","Y","Accepted","Calliandra purdiei","Calliandra purdiei","Benth.","163095","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42269-2","","Fabaceae","1","1","wcvp","0",""
"5","Calliandra glomerulata",1,"163048","Calliandra glomerulata",1,"species","","",NA,"H.Karst.","Fabaceae","Calliandra","Calliandra",1,"glomerulata","glomerulata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42169-2","","Y","Accepted","Calliandra glomerulata","Calliandra glomerulata","H.Karst.","163048","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42169-2","","Fabaceae","1","1","wcvp","0",""
"6","Calliandra glomerulata var. glomervlata",0.99125249213133,"192310","Calliandra glomerulata var. glomerulata",0.99125249213133,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"glomerulata","glomerulata",1,"","",NA,"var.","glomerulata",0.90909090909091,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223317-1","","","Accepted","Calliandra glomerulata var. glomerulata","Calliandra glomerulata","","192310","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223317-1","","Fabaceae","1","1","wcvp","0",""
"7","Calliandra glomerulata var. parvifolia",1,"192309","Calliandra glomerulata var. parvifolia",1,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Calliandra","Calliandra",1,"glomerulata","glomerulata",1,"","",NA,"var.","parvifolia",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010229-1","","Y","Accepted","Calliandra glomerulata var. parvifolia","Calliandra glomerulata","(Benth.) Barneby","192309","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010229-1","","Fabaceae","1","1","wcvp","0",""
"8","Calliandra cruegeri",1,"192313","Calliandra cruegeri",1,"species","","",NA,"Griseb.","Fabaceae","Calliandra","Calliandra",1,"cruegeri","cruegeri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42130-2","","Y","Accepted","Calliandra cruegeri","Calliandra cruegeri","Griseb.","192313","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42130-2","","Fabaceae","1","1","wcvp","0",""
"9","Calliandra tolimensis",1,"163122","Calliandra tolimensis",1,"species","","",NA,"Taub. ex Hieron.","Fabaceae","Calliandra","Calliandra",1,"tolimensis","tolimensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42324-2","","Y","Accepted","Calliandra tolimensis","Calliandra tolimensis","Taub. ex Hieron.","163122","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42324-2","","Fabaceae","1","1","wcvp","0",""
"10","Calliandra laxa",1,"171806","Calliandra laxa",1,"species","","",NA,"(Willd.) Benth.","Fabaceae","Calliandra","Calliandra",1,"laxa","laxa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1161746-2","","Y","Accepted","Calliandra laxa","Calliandra laxa","(Willd.) Benth.","171806","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1161746-2","","Fabaceae","1","1","wcvp","0",""
"11","Calliandra laxa var. laxa",1,"192315","Calliandra laxa var. laxa",1,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"laxa","laxa",1,"","",NA,"var.","laxa",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223314-1","","Y","Accepted","Calliandra laxa var. laxa","Calliandra laxa","","192315","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223314-1","","Fabaceae","1","1","wcvp","0",""
"12","Calliandra laxa var. stipulacea",1,"192318","Calliandra laxa var. stipulacea",1,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Calliandra","Calliandra",1,"laxa","laxa",1,"","",NA,"var.","stipulacea",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010230-1","","Y","Accepted","Calliandra laxa var. stipulacea","Calliandra laxa","(Benth.) Barneby","192318","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010230-1","","Fabaceae","1","1","wcvp","0",""
"13","Calliandra laxa var. urimana",1,"1369423","Calliandra laxa var. urimana",1,"variety","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"laxa","laxa",1,"","",NA,"var.","urimana",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316265-2","","Y","Accepted","Calliandra laxa var. urimana","Calliandra laxa","Barneby","1369423","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316265-2","","Fabaceae","1","1","wcvp","0",""
"14","Calliandra rubescens",1,"163102","Calliandra rubescens",1,"species","","",NA,"(M.Martens & Galeotti) Standl.","Fabaceae","Calliandra","Calliandra",1,"rubescens","rubescens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42284-2","","Y","Accepted","Calliandra rubescens","Calliandra rubescens","(M.Martens & Galeotti) Standl.","163102","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42284-2","","Fabaceae","1","1","wcvp","0",""
"15","Calliandra belizensis",1,"163008","Calliandra belizensis",1,"species","","",NA,"(Britton & Rose) Standl.","Fabaceae","Calliandra","Calliandra",1,"belizensis","belizensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:483047-1","","Y","Accepted","Calliandra belizensis","Calliandra belizensis","(Britton & Rose) Standl.","163008","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:483047-1","","Fabaceae","1","1","wcvp","0",""
"16","Calliandra goldmanii",1,"192325","Calliandra goldmanii",1,"species","","",NA,"Rose ex Barneby","Fabaceae","Calliandra","Calliandra",1,"goldmanii","goldmanii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316266-2","","Y","Accepted","Calliandra goldmanii","Calliandra goldmanii","Rose ex Barneby","192325","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316266-2","","Fabaceae","1","1","wcvp","0",""
"17","Calliandra bijuga",1,"163010","Calliandra bijuga",1,"species","","",NA,"Rose","Fabaceae","Calliandra","Calliandra",1,"bijuga","bijuga",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42078-2","","Y","Accepted","Calliandra bijuga","Calliandra bijuga","Rose","163010","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42078-2","","Fabaceae","1","1","wcvp","0",""
"18","Calliandra molinae",1,"163075","Calliandra molinae",1,"species","","",NA,"Standl.","Fabaceae","Calliandra","Calliandra",1,"molinae","molinae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42229-2","","Y","Accepted","Calliandra molinae","Calliandra molinae","Standl.","163075","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42229-2","","Fabaceae","1","1","wcvp","0",""
"19","Calliandra hirsuta",1,"180991","Calliandra hirsuta",1,"species","","",NA,"(G.Don) Benth.","Fabaceae","Calliandra","Calliandra",1,"hirsuta","hirsuta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1127620-2","","Y","Accepted","Calliandra hirsuta","Calliandra hirsuta","(G.Don) Benth.","180991","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1127620-2","","Fabaceae","1","1","wcvp","0",""
"20","Calliandra peninsularis",1,"163088","Calliandra peninsularis",1,"species","","",NA,"Rose","Fabaceae","Calliandra","Calliandra",1,"peninsularis","peninsularis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42254-2","","Y","Accepted","Calliandra peninsularis","Calliandra peninsularis","Rose","163088","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42254-2","","Fabaceae","1","1","wcvp","0",""
"21","Calliandra sesquipedalis",1,"176893","Calliandra sesquipedalis",1,"species","","",NA,"McVaugh","Fabaceae","Calliandra","Calliandra",1,"sesquipedalis","sesquipedalis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273886-2","","Y","Accepted","Calliandra sesquipedalis","Calliandra sesquipedalis","McVaugh","176893","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273886-2","","Fabaceae","1","1","wcvp","0",""
"22","Calliandra californica",1,"163018","Calliandra californica",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"californica","californica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42100-2","","Y","Accepted","Calliandra californica","Calliandra californica","Benth.","163018","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42100-2","","Fabaceae","1","1","wcvp","0",""
"23","Calliandra eriophylla",1,"179642","Calliandra eriophylla",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"eriophylla","eriophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42149-2","","Y","Accepted","Calliandra eriophylla","Calliandra eriophylla","Benth.","179642","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42149-2","","Fabaceae","1","1","wcvp","0",""
"24","Calliandra eriophylla var. eriophyila",0.99025364493243,"177366","Calliandra eriophylla var. eriophylla",0.99025364493243,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"eriophylla","eriophylla",1,"","",NA,"var.","eriophylla",0.9,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223813-1","","Y","Accepted","Calliandra eriophylla var. eriophylla","Calliandra eriophylla","","177366","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223813-1","","Fabaceae","1","1","wcvp","0",""
"25","Calliandra eriophylla var. chamaedrys",1,"162371","Calliandra eriophylla var. chamaedrys",1,"variety","","",NA,"Isely","Fabaceae","Calliandra","Calliandra",1,"eriophylla","eriophylla",1,"","",NA,"var.","chamaedrys",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42150-2","","Y","Accepted","Calliandra eriophylla var. chamaedrys","Calliandra eriophylla","Isely","162371","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42150-2","","Fabaceae","1","1","wcvp","0",""
"26","Calliandra humilis",1,"181654","Calliandra humilis",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"humilis","humilis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316267-2","","Y","Accepted","Calliandra humilis","Calliandra humilis","Benth.","181654","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316267-2","","Fabaceae","1","1","wcvp","0",""
"27","Calliandra humilis var. humilis",1,"181655","Calliandra humilis var. humilis",1,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"humilis","humilis",1,"","",NA,"var.","humilis",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77222908-1","","Y","Accepted","Calliandra humilis var. humilis","Calliandra humilis","","181655","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77222908-1","","Fabaceae","1","1","wcvp","0",""
"28","Calliandra humilis var. gentryana",1,"1369422","Calliandra humilis var. gentryana",1,"variety","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"humilis","humilis",1,"","",NA,"var.","gentryana",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316332-2","","Y","Accepted","Calliandra humilis var. gentryana","Calliandra humilis","Barneby","1369422","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316332-2","","Fabaceae","1","1","wcvp","0",""
"29","Calliandra humilis var. reticulata",1,"163055","Calliandra humilis var. reticulata",1,"variety","","",NA,"(A.Gray) L.D.Benson","Fabaceae","Calliandra","Calliandra",1,"humilis","humilis",1,"","",NA,"var.","reticulata",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42192-2","","Y","Accepted","Calliandra humilis var. reticulata","Calliandra humilis","(A.Gray) L.D.Benson","163055","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42192-2","","Fabaceae","1","1","wcvp","0",""
"30","Calliandra tumbeziana",1,"163125","Calliandra tumbeziana",1,"species","","",NA,"J.F.Macbr.","Fabaceae","Calliandra","Calliandra",1,"tumbeziana","tumbeziana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42333-2","","Y","Accepted","Calliandra tumbeziana","Calliandra tumbeziana","J.F.Macbr.","163125","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42333-2","","Fabaceae","1","1","wcvp","0",""
"31","Calliandra taxifolia",1,"184817","Calliandra taxifolia",1,"species","","",NA,"(Kunth) Benth.","Fabaceae","Calliandra","Calliandra",1,"taxifolia","taxifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1209183-2","","Y","Accepted","Calliandra taxifolia","Calliandra taxifolia","(Kunth) Benth.","184817","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1209183-2","","Fabaceae","1","1","wcvp","0",""
"32","Calliandra parvifolia",1,"163086","Calliandra parvifolia",1,"species","","",NA,"(Hook. & Arn.) Speg.","Fabaceae","Calliandra","Calliandra",1,"parvifolia","parvifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42250-2","","Y","Accepted","Calliandra parvifolia","Calliandra parvifolia","(Hook. & Arn.) Speg.","163086","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42250-2","","Fabaceae","1","1","wcvp","0",""
"33","Calliandra foliolosa",1,"163043","Calliandra foliolosa",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"foliolosa","foliolosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42160-2","","Y","Accepted","Calliandra foliolosa","Calliandra foliolosa","Benth.","163043","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42160-2","","Fabaceae","1","1","wcvp","0",""
"34","Calliandra tweedii",0.97922049354994,"206965","Calliandra tweediei",0.97922049354994,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"tweedii","tweediei",0.875,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42335-2","","Y","Accepted","Calliandra tweediei","Calliandra tweediei","Benth.","206965","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42335-2","","Fabaceae","1","1","wcvp","0",""
"35","Calliandra bella",1,"171799","Calliandra bella",1,"species","","",NA,"(Mart. ex Spreng.) Benth.","Fabaceae","Calliandra","Calliandra",1,"bella","bella",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316273-2","","Y","Accepted","Calliandra bella","Calliandra bella","(Mart. ex Spreng.) Benth.","171799","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316273-2","","Fabaceae","1","1","wcvp","0",""
"36","Calliandra subspicata",1,"163117","Calliandra subspicata",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"subspicata","subspicata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42319-2","","Y","Accepted","Calliandra subspicata","Calliandra subspicata","Benth.","163117","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42319-2","","Fabaceae","1","1","wcvp","0",""
"37","Calliandra dysantha",1,"163033","Calliandra dysantha",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"dysantha","dysantha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42143-2","","Y","Accepted","Calliandra dysantha","Calliandra dysantha","Benth.","163033","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42143-2","","Fabaceae","1","1","wcvp","0",""
"38","Calliandra dysantha var. dysantha",1,"192357","Calliandra dysantha var. dysantha",1,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"dysantha","dysantha",1,"","",NA,"var.","dysantha",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223166-1","","Y","Accepted","Calliandra dysantha var. dysantha","Calliandra dysantha","","192357","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223166-1","","Fabaceae","1","1","wcvp","0",""
"39","Calliandra dysantha var. macrocephala",1,"192360","Calliandra dysantha var. macrocephala",1,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Calliandra","Calliandra",1,"dysantha","dysantha",1,"","",NA,"var.","macrocephala",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010235-1","","Y","Accepted","Calliandra dysantha var. macrocephala","Calliandra dysantha","(Benth.) Barneby","192360","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010235-1","","Fabaceae","1","1","wcvp","0",""
"40","Calliandra dysantha var. opulenta",1,"1369420","Calliandra dysantha var. opulenta",1,"variety","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"dysantha","dysantha",1,"","",NA,"var.","opulenta",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316276-2","","Y","Accepted","Calliandra dysantha var. opulenta","Calliandra dysantha","Barneby","1369420","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316276-2","","Fabaceae","1","1","wcvp","0",""
"41","Calliandra dysantha var. turbinata",1,"192361","Calliandra dysantha var. turbinata",1,"variety","","",NA,"(Benth.) Barneby","Fabaceae","Calliandra","Calliandra",1,"dysantha","dysantha",1,"","",NA,"var.","turbinata",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010237-1","","Y","Accepted","Calliandra dysantha var. turbinata","Calliandra dysantha","(Benth.) Barneby","192361","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1010237-1","","Fabaceae","1","1","wcvp","0",""
"42","Calliandra gardneri",1,"184323","Calliandra gardneri",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"gardneri","gardneri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42165-2","","Y","Accepted","Calliandra gardneri","Calliandra gardneri","Benth.","184323","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42165-2","","Fabaceae","1","1","wcvp","0",""
"43","Calliandra macrocalyx",1,"163065","Calliandra macrocalyx",1,"species","","",NA,"Harms","Fabaceae","Calliandra","Calliandra",1,"macrocalyx","macrocalyx",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42213-2","","Y","Accepted","Calliandra macrocalyx","Calliandra macrocalyx","Harms","163065","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42213-2","","Fabaceae","1","1","wcvp","0",""
"44","Calliandra macrocalyx var. macrocalyx",1,"192365","Calliandra macrocalyx var. macrocalyx",1,"variety","","",NA,"","Fabaceae","Calliandra","Calliandra",1,"macrocalyx","macrocalyx",1,"","",NA,"var.","macrocalyx",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223332-1","","Y","Accepted","Calliandra macrocalyx var. macrocalyx","Calliandra macrocalyx","","192365","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77223332-1","","Fabaceae","1","1","wcvp","0",""
"45","Calliandra macrocalyx var. aucta",0.97740698358165,"1346190","Calliandra macrocalyx var. acuta",0.97740698358165,"variety","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"macrocalyx","macrocalyx",1,"","",NA,"var.","acuta",0.8,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316277-2","","","Accepted","Calliandra macrocalyx var. acuta","Calliandra macrocalyx","Barneby","1346190","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316277-2","","Fabaceae","1","1","wcvp","0",""
"46","Calliandra fernandesii",1,"192368","Calliandra fernandesii",1,"species","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"fernandesii","fernandesii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316278-2","","Y","Accepted","Calliandra fernandesii","Calliandra fernandesii","Barneby","192368","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316278-2","","Fabaceae","1","1","wcvp","0",""
"47","Calliandra ulei",1,"163126","Calliandra ulei",1,"species","","",NA,"Harms","Fabaceae","Calliandra","Calliandra",1,"ulei","ulei",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42337-2","","Y","Accepted","Calliandra ulei","Calliandra ulei","Harms","163126","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42337-2","","Fabaceae","1","1","wcvp","0",""
"48","Calliandra pilgerana",0.98428510306992,"163090","Calliandra pilgeriana",0.98428510306992,"species","","",NA,"Harms","Fabaceae","Calliandra","Calliandra",1,"pilgerana","pilgeriana",0.9,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42256-2","","Y","Accepted","Calliandra pilgeriana","Calliandra pilgeriana","Harms","163090","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42256-2","","Fabaceae","1","1","wcvp","0",""
"49","Calliandra umbellifera",1,"163127","Calliandra umbellifera",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"umbellifera","umbellifera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42338-2","","Y","Accepted","Calliandra umbellifera","Calliandra umbellifera","Benth.","163127","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42338-2","","Fabaceae","1","1","wcvp","0",""
"50","Calliandra imperialis",1,"192370","Calliandra imperialis",1,"species","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"imperialis","imperialis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316279-2","","Y","Accepted","Calliandra imperialis","Calliandra imperialis","Barneby","192370","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316279-2","","Fabaceae","1","1","wcvp","0",""
"51","Calliandra concinna",1,"192371","Calliandra concinna",1,"species","","",NA,"Barneby","Fabaceae","Calliandra","Calliandra",1,"concinna","concinna",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316280-2","","Y","Accepted","Calliandra concinna","Calliandra concinna","Barneby","192371","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316280-2","","Fabaceae","1","1","wcvp","0",""
"52","Calliandra squarrosa",1,"171812","Calliandra squarrosa",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"squarrosa","squarrosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:671-2","","Y","Accepted","Calliandra squarrosa","Calliandra squarrosa","Benth.","171812","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:671-2","","Fabaceae","1","1","wcvp","0",""
"53","Calliandra glaziovii",1,"184819","Calliandra glaziovii",1,"species","","",NA,"Taub.","Fabaceae","Calliandra","Calliandra",1,"glaziovii","glaziovii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42168-2","","Y","Accepted","Calliandra glaziovii","Calliandra glaziovii","Taub.","184819","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42168-2","","Fabaceae","1","1","wcvp","0",""
"54","Calliandra depauperata",1,"163031","Calliandra depauperata",1,"species","","",NA,"Benth.","Fabaceae","Calliandra","Calliandra",1,"depauperata","depauperata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42141-2","","Y","Accepted","Calliandra depauperata","Calliandra depauperata","Benth.","163031","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:42141-2","","Fabaceae","1","1","wcvp","0",""
