"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"887","Acacia pritzeliana",1,"198126","Acacia pritzeliana",1,"species","","",NA,"C.A.Gardner","Fabaceae","Acacia","Acacia",1,"pritzeliana","pritzeliana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471208-1","","Y","Accepted","Acacia pritzeliana","Acacia pritzeliana","C.A.Gardner","198126","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471208-1","","Fabaceae","1","1","wcvp","0",""
"888","Acacia xerophila",1,"198127","Acacia xerophila",1,"species","","",NA,"W.Fitzg.","Fabaceae","Acacia","Acacia",1,"xerophila","xerophila",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471816-1","","Y","Accepted","Acacia xerophila","Acacia xerophila","W.Fitzg.","198127","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471816-1","","Fabaceae","1","1","wcvp","0",""
"889","Acacia xerophila var. xerophila",1,"198130","Acacia xerophila var. xerophila",1,"variety","","",NA,"","Fabaceae","Acacia","Acacia",1,"xerophila","xerophila",1,"","",NA,"var.","xerophila",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77214102-1","","Y","Accepted","Acacia xerophila var. xerophila","Acacia xerophila","","198130","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77214102-1","","Fabaceae","1","1","wcvp","0",""
"890","Acacia xerophila var. brevior",1,"198131","Acacia xerophila var. brevior",1,"variety","","",NA,"(E.Pritz.) Maslin","Fabaceae","Acacia","Acacia",1,"xerophila","xerophila",1,"","",NA,"var.","brevior",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008286-1","","Y","Accepted","Acacia xerophila var. brevior","Acacia xerophila","(E.Pritz.) Maslin","198131","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008286-1","","Fabaceae","1","1","wcvp","0",""
"891","Acacia daviesioides",1,"198133","Acacia daviesioides",1,"species","","",NA,"C.A.Gardner","Fabaceae","Acacia","Acacia",1,"daviesioides","daviesioides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470127-1","","Y","Accepted","Acacia daviesioides","Acacia daviesioides","C.A.Gardner","198133","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470127-1","","Fabaceae","1","1","wcvp","0",""
"892","Acacia cerastes",1,"198134","Acacia cerastes",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"cerastes","cerastes",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:991282-1","","Y","Accepted","Acacia cerastes","Acacia cerastes","Maslin","198134","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:991282-1","","Fabaceae","1","1","wcvp","0",""
"893","Acacia erioclada",1,"198135","Acacia erioclada",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"erioclada","erioclada",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470265-1","","Y","Accepted","Acacia erioclada","Acacia erioclada","Benth.","198135","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470265-1","","Fabaceae","1","1","wcvp","0",""
"894","Acacia sessilis",1,"198136","Acacia sessilis",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"sessilis","sessilis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471455-1","","Y","Accepted","Acacia sessilis","Acacia sessilis","Benth.","198136","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471455-1","","Fabaceae","1","1","wcvp","0",""
"895","Acacia sphacelata",1,"1430920","Acacia sphacelata",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"sphacelata","sphacelata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471515-1","","Y","Accepted","Acacia sphacelata","Acacia sphacelata","Benth.","1430920","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471515-1","","Fabaceae","1","1","wcvp","0",""
"896","Acacia sphacelata subsp. sphacelata",1,"1427824","Acacia sphacelata subsp. sphacelata",1,"subspecies","","",NA,"","Fabaceae","Acacia","Acacia",1,"sphacelata","sphacelata",1,"","",NA,"subsp.","sphacelata",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80485-3","","Y","Accepted","Acacia sphacelata subsp. sphacelata","Acacia sphacelata","","1427824","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:80485-3","","Fabaceae","1","1","wcvp","0",""
"897","Acacia sphacelata subsp. recurva",1,"1368715","Acacia sphacelata subsp. recurva",1,"subspecies","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"sphacelata","sphacelata",1,"","",NA,"subsp.","recurva",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008280-1","","Y","Accepted","Acacia sphacelata subsp. recurva","Acacia sphacelata","Maslin","1368715","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008280-1","","Fabaceae","1","1","wcvp","0",""
"898","Acacia sphacelata subsp. verticillata",1,"1368716","Acacia sphacelata subsp. verticillata",1,"subspecies","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"sphacelata","sphacelata",1,"","",NA,"subsp.","verticillata",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008281-1","","Y","Accepted","Acacia sphacelata subsp. verticillata","Acacia sphacelata","Maslin","1368716","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008281-1","","Fabaceae","1","1","wcvp","0",""
"899","Acacia trigonophylla",1,"1041131","Acacia trigonophylla",1,"species","","",NA,"Meisn.","Fabaceae","Acacia","Acacia",1,"trigonophylla","trigonophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471681-1","","Y","Accepted","Acacia trigonophylla","Acacia trigonophylla","Meisn.","1041131","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471681-1","","Fabaceae","1","1","wcvp","0",""
"900","Acacia dentifera",1,"189706","Acacia dentifera",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"dentifera","dentifera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470155-1","","Y","Accepted","Acacia dentifera","Acacia dentifera","Benth.","189706","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470155-1","","Fabaceae","1","1","wcvp","0",""
"901","Acacia graniticola",1,"198145","Acacia graniticola",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"graniticola","graniticola",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008250-1","","Y","Accepted","Acacia graniticola","Acacia graniticola","Maslin","198145","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008250-1","","Fabaceae","1","1","wcvp","0",""
"902","Acacia tuberculata",1,"198148","Acacia tuberculata",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"tuberculata","tuberculata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008285-1","","Y","Accepted","Acacia tuberculata","Acacia tuberculata","Maslin","198148","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008285-1","","Fabaceae","1","1","wcvp","0",""
"903","Acacia congesta",1,"198149","Acacia congesta",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"congesta","congesta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470040-1","","Y","Accepted","Acacia congesta","Acacia congesta","Benth.","198149","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470040-1","","Fabaceae","1","1","wcvp","0",""
"904","Acacia congesta subsp. congesta",1,"198151","Acacia congesta subsp. congesta",1,"subspecies","","",NA,"","Fabaceae","Acacia","Acacia",1,"congesta","congesta",1,"","",NA,"subsp.","congesta",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:246576-3","","Y","Accepted","Acacia congesta subsp. congesta","Acacia congesta","","198151","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:246576-3","","Fabaceae","1","1","wcvp","0",""
"905","Acacia congesta subsp. cliftoniana",1,"198152","Acacia congesta subsp. cliftoniana",1,"subspecies","","",NA,"(W.Fitzg.) Maslin","Fabaceae","Acacia","Acacia",1,"congesta","congesta",1,"","",NA,"subsp.","cliftoniana",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008240-1","","Y","Accepted","Acacia congesta subsp. cliftoniana","Acacia congesta","(W.Fitzg.) Maslin","198152","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008240-1","","Fabaceae","1","1","wcvp","0",""
"906","Acacia congesta subsp. wonganensis",1,"1368688","Acacia congesta subsp. wonganensis",1,"subspecies","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"congesta","congesta",1,"","",NA,"subsp.","wonganensis",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008241-1","","Y","Accepted","Acacia congesta subsp. wonganensis","Acacia congesta","Maslin","1368688","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008241-1","","Fabaceae","1","1","wcvp","0",""
"907","Acacia puncticulata",1,"198154","Acacia puncticulata",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"puncticulata","puncticulata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008271-1","","Y","Accepted","Acacia puncticulata","Acacia puncticulata","Maslin","198154","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008271-1","","Fabaceae","1","1","wcvp","0",""
"908","Acacia aculeiformis",1,"198155","Acacia aculeiformis",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"aculeiformis","aculeiformis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008229-1","","Y","Accepted","Acacia aculeiformis","Acacia aculeiformis","Maslin","198155","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008229-1","","Fabaceae","1","1","wcvp","0",""
"909","Acacia cuneifolia",1,"198156","Acacia cuneifolia",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"cuneifolia","cuneifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008242-1","","Y","Accepted","Acacia cuneifolia","Acacia cuneifolia","Maslin","198156","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008242-1","","Fabaceae","1","1","wcvp","0",""
"910","Acacia rendlei",1,"198158","Acacia rendlei",1,"species","","",NA,"Maiden","Fabaceae","Acacia","Acacia",1,"rendlei","rendlei",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471304-1","","Y","Accepted","Acacia rendlei","Acacia rendlei","Maiden","198158","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471304-1","","Fabaceae","1","1","wcvp","0",""
"911","Acacia truculenta",1,"198159","Acacia truculenta",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"truculenta","truculenta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008284-1","","Y","Accepted","Acacia truculenta","Acacia truculenta","Maslin","198159","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008284-1","","Fabaceae","1","1","wcvp","0",""
"912","Acacia semicircinalis",1,"198161","Acacia semicircinalis",1,"species","","",NA,"Maiden & Blakely","Fabaceae","Acacia","Acacia",1,"semicircinalis","semicircinalis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471430-1","","Y","Accepted","Acacia semicircinalis","Acacia semicircinalis","Maiden & Blakely","198161","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471430-1","","Fabaceae","1","1","wcvp","0",""
"913","Acacia botrydion",1,"198160","Acacia botrydion",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"botrydion","botrydion",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:899060-1","","Y","Accepted","Acacia botrydion","Acacia botrydion","Maslin","198160","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:899060-1","","Fabaceae","1","1","wcvp","0",""
"914","Acacia lullfitziorum",1,"198162","Acacia lullfitziorum",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"lullfitziorum","lullfitziorum",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008261-1","","Y","Accepted","Acacia lullfitziorum","Acacia lullfitziorum","Maslin","198162","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008261-1","","Fabaceae","1","1","wcvp","0",""
"915","Acacia nodiflora",1,"198163","Acacia nodiflora",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"nodiflora","nodiflora",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470998-1","","Y","Accepted","Acacia nodiflora","Acacia nodiflora","Benth.","198163","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470998-1","","Fabaceae","1","1","wcvp","0",""
"916","Acacia adinophylla",1,"198165","Acacia adinophylla",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"adinophylla","adinophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008230-1","","Y","Accepted","Acacia adinophylla","Acacia adinophylla","Maslin","198165","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008230-1","","Fabaceae","1","1","wcvp","0",""
"917","Acacia kochii",1,"1781780","Acacia kochii",1,"species","","",NA,"W.Fitzg. ex Ewart & Jean White","Fabaceae","Acacia","Acacia",1,"kochii","kochii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470661-1","","Y","Accepted","Acacia kochii","Acacia kochii","W.Fitzg. ex Ewart & Jean White","1781780","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470661-1","","Fabaceae","1","1","wcvp","0",""
"918","Acacia imitans",1,"198169","Acacia imitans",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"imitans","imitans",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008253-1","","Y","Accepted","Acacia imitans","Acacia imitans","Maslin","198169","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008253-1","","Fabaceae","1","1","wcvp","0",""
"919","Acacia diminuta",1,"198170","Acacia diminuta",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"diminuta","diminuta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008244-1","","Y","Accepted","Acacia diminuta","Acacia diminuta","Maslin","198170","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008244-1","","Fabaceae","1","1","wcvp","0",""
"920","Acacia deficiens",1,"198171","Acacia deficiens",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"deficiens","deficiens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008243-1","","Y","Accepted","Acacia deficiens","Acacia deficiens","Maslin","198171","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008243-1","","Fabaceae","1","1","wcvp","0",""
"921","Acacia exocarpoides",1,"198174","Acacia exocarpoides",1,"species","","",NA,"W.Fitzg.","Fabaceae","Acacia","Acacia",1,"exocarpoides","exocarpoides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470290-1","","Y","Accepted","Acacia exocarpoides","Acacia exocarpoides","W.Fitzg.","198174","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470290-1","","Fabaceae","1","1","wcvp","0",""
"922","Acacia gonophylla",1,"198175","Acacia gonophylla",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"gonophylla","gonophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470436-1","","Y","Accepted","Acacia gonophylla","Acacia gonophylla","Benth.","198175","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470436-1","","Fabaceae","1","1","wcvp","0",""
"923","Acacia ericifolia",1,"198176","Acacia ericifolia",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"ericifolia","ericifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470262-1","","Y","Accepted","Acacia ericifolia","Acacia ericifolia","Benth.","198176","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470262-1","","Fabaceae","1","1","wcvp","0",""
"924","Acacia leptospermoides",1,"198180","Acacia leptospermoides",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"leptospermoides","leptospermoides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470744-1","","Y","Accepted","Acacia leptospermoides","Acacia leptospermoides","Benth.","198180","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470744-1","","Fabaceae","1","1","wcvp","0",""
"925","Acacia leptospermoides subsp. leptospermoides",1,"198184","Acacia leptospermoides subsp. leptospermoides",1,"subspecies","","",NA,"","Fabaceae","Acacia","Acacia",1,"leptospermoides","leptospermoides",1,"","",NA,"subsp.","leptospermoides",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:69974-3","","Y","Accepted","Acacia leptospermoides subsp. leptospermoides","Acacia leptospermoides","","198184","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:69974-3","","Fabaceae","1","1","wcvp","0",""
"926","Acacia leptospermoides subsp. psammophila",1,"1615624","Acacia leptospermoides subsp. psammophila",1,"subspecies","","",NA,"(E.Pritz.) Maslin","Fabaceae","Acacia","Acacia",1,"leptospermoides","leptospermoides",1,"","",NA,"subsp.","psammophila",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884541-1","","Y","Accepted","Acacia leptospermoides subsp. psammophila","Acacia leptospermoides","(E.Pritz.) Maslin","1615624","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884541-1","","Fabaceae","1","1","wcvp","0",""
"927","Acacia leptospermoides subsp. obovata",1,"1368701","Acacia leptospermoides subsp. obovata",1,"subspecies","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"leptospermoides","leptospermoides",1,"","",NA,"subsp.","obovata",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884540-1","","Y","Accepted","Acacia leptospermoides subsp. obovata","Acacia leptospermoides","Maslin","1368701","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:884540-1","","Fabaceae","1","1","wcvp","0",""
"928","Acacia vassalii",1,"198188","Acacia vassalii",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"vassalii","vassalii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471733-1","","Y","Accepted","Acacia vassalii","Acacia vassalii","Maslin","198188","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471733-1","","Fabaceae","1","1","wcvp","0",""
"929","Acacia diaphyllodinea",1,"198189","Acacia diaphyllodinea",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"diaphyllodinea","diaphyllodinea",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470168-1","","Y","Accepted","Acacia diaphyllodinea","Acacia diaphyllodinea","Maslin","198189","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470168-1","","Fabaceae","1","1","wcvp","0",""
"930","Acacia crassuloides",1,"198190","Acacia crassuloides",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"crassuloides","crassuloides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470078-1","","Y","Accepted","Acacia crassuloides","Acacia crassuloides","Maslin","198190","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470078-1","","Fabaceae","1","1","wcvp","0",""
"931","Acacia binata",1,"198191","Acacia binata",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"binata","binata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469844-1","","Y","Accepted","Acacia binata","Acacia binata","Maslin","198191","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469844-1","","Fabaceae","1","1","wcvp","0",""
"932","Acacia saxatilis",1,"182711","Acacia saxatilis",1,"species","","",NA,"S.Moore","Fabaceae","Acacia","Acacia",1,"saxatilis","saxatilis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471400-1","","Y","Accepted","Acacia saxatilis","Acacia saxatilis","S.Moore","182711","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471400-1","","Fabaceae","1","1","wcvp","0",""
"933","Acacia evenulosa",1,"198193","Acacia evenulosa",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"evenulosa","evenulosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008248-1","","Y","Accepted","Acacia evenulosa","Acacia evenulosa","Maslin","198193","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008248-1","","Fabaceae","1","1","wcvp","0",""
"934","Acacia blaxellii",1,"198194","Acacia blaxellii",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"blaxellii","blaxellii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008235-1","","Y","Accepted","Acacia blaxellii","Acacia blaxellii","Maslin","198194","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008235-1","","Fabaceae","1","1","wcvp","0",""
"935","Acacia diaphana",1,"198195","Acacia diaphana",1,"species","","",NA,"R.S.Cowan & Maslin","Fabaceae","Acacia","Acacia",1,"diaphana","diaphana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008291-1","","Y","Accepted","Acacia diaphana","Acacia diaphana","R.S.Cowan & Maslin","198195","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008291-1","","Fabaceae","1","1","wcvp","0",""
"936","Acacia euthyphylla",1,"198197","Acacia euthyphylla",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"euthyphylla","euthyphylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008247-1","","Y","Accepted","Acacia euthyphylla","Acacia euthyphylla","Maslin","198197","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008247-1","","Fabaceae","1","1","wcvp","0",""
"937","Acacia carnosula",1,"198198","Acacia carnosula",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"carnosula","carnosula",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008237-1","","Y","Accepted","Acacia carnosula","Acacia carnosula","Maslin","198198","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008237-1","","Fabaceae","1","1","wcvp","0",""
"938","Acacia profusa",1,"198199","Acacia profusa",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"profusa","profusa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008270-1","","Y","Accepted","Acacia profusa","Acacia profusa","Maslin","198199","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008270-1","","Fabaceae","1","1","wcvp","0",""
"939","Acacia pusilla",1,"198200","Acacia pusilla",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"pusilla","pusilla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008272-1","","Y","Accepted","Acacia pusilla","Acacia pusilla","Maslin","198200","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008272-1","","Fabaceae","1","1","wcvp","0",""
"940","Acacia rhamphophylla",1,"198201","Acacia rhamphophylla",1,"species","","",NA,"Maslin","Fabaceae","Acacia","Acacia",1,"rhamphophylla","rhamphophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008274-1","","Y","Accepted","Acacia rhamphophylla","Acacia rhamphophylla","Maslin","198201","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008274-1","","Fabaceae","1","1","wcvp","0",""
"941","Acacia excentrica",1,"198202","Acacia excentrica",1,"species","","",NA,"Maiden & Blakely","Fabaceae","Acacia","Acacia",1,"excentrica","excentrica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470289-1","","Y","Accepted","Acacia excentrica","Acacia excentrica","Maiden & Blakely","198202","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470289-1","","Fabaceae","1","1","wcvp","0",""
"942","Acacia lachnophylla",1,"198203","Acacia lachnophylla",1,"species","","",NA,"F.Muell.","Fabaceae","Acacia","Acacia",1,"lachnophylla","lachnophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470671-1","","Y","Accepted","Acacia lachnophylla","Acacia lachnophylla","F.Muell.","198203","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470671-1","","Fabaceae","1","1","wcvp","0",""
