"Tip_in_tree" "rate"
"Inga_umbratica" 0.00559371167380488
"Inga_brachyrhachis" 0.00932148969131123
"Inga_microcalyx" 0.00463295315370842
"Inga_polita" 0.00331726709545697
"Inga_flagelliformis" 0.00444074936851769
"Inga_virgultosa" 0.00283941728365626
"Inga_heterophylla" 0.00944836487509621
"Inga_gracilifolia" 0.00561214763362042
"Inga_stipularis" 0.00378334686852842
"Inga_sellowiana" 0.00433780209734051
"Inga_auristellae" 0.00241970858007694
"Inga_tocacheana" 0.00834767555175227
"Inga_gracilior" 0.00458605334155897
"Inga_golfodulcensis" 0.00543591553560366
"Inga_virescens" 0.00334133888167115
"Inga_davidsei" 0.00734613344305046
"Inga_calderonii" 0.00600281890779239
"Inga_bullatorugosa" 0.00356898875300951
"Inga_sertulifera" 0.00552984356203584
"Inga_exalata" 0.00998979104638479
"Inga_bracteifera" 0.00334713278844795
"Inga_uraguensis" 0.00901511804827129
"Inga_chrysantha" 0.00746481834228092
"Inga_affinis" 0.00271533329934845
"Inga_pinetorum" 0.00484275765767533
"Inga_disticha" 0.00417994341207797
"Inga_alba" 0.0107035781233993
"Inga_tenuicalyx" 0.00713652931682585
"Inga_inflata" 0.0017640460976382
"Inga_duckei" 0.00832247837792145
"Inga_flexuosa" 0.00616271921448655
"Inga_multijuga" 0.0158925892391246
"Inga_ilta" 0.0207972655459734
"Inga_ruiziana" 0.00533551410220935
"Inga_umbellifera" 0.00392505777497349
"Inga_stipulacea" 0.00705305678792588
"Inga_obidensis" 0.00144445271259149
"Inga_tenuistipula" 0.00337671242606638
"Inga_filiformis" 0.0021455154891246
"Inga_arenicola" 0.00194452801554893
"Zygia_cognata" 0.00389783009830304
"Zygia_rhytidocarpa" 0.00200484785923432
"Zygia_unifoliolata" 0.00262243496842528
"Zygia_paucijugata" 0.00588479859244886
"Zygia_brenesii" 0.00593696428155176
"Zygia_conzattii" 0.00360902392126714
"Zygia_engelsingii" 0.0113281425974227
"Zygia_peckii" 0.0080634496540393
"Zygia_confusa" 0.00233545352517859
"Zygia_coccinea" 0.00515007207356047
"Zygia_longifolia" 0.00595905020318567
"Zygia_latifolia" 0.00118308031486665
"Zygia_juruana" 0.00401148040398834
"Zygia_lathetica" 0.00117806967965988
"Zygia_racemosa" 0.0034974019690306
"Zygia_claviflora" 0.00154093257460154
"Macrosamanea_spruceana" 0.00324750697593212
"Macrosamanea_simabifolia" 0.00129491760345944
"Robrichia_schomburgkii" 0.00229162524526074
"Osodendron_altissimum" 0.00202517715483926
"Blanchetiodendron_blanchetii" 0.0021969646939204
"Albizia_bernieri" 0.00337151039468558
"Albizia_androyensis" 0.00449432038676628
"Albizia_mahalao" 0.00242835386284593
"Albizia_commiphoroides" 0.00224176694768247
"Albizia_polyphylla" 0.00347355412118092
"Albizia_atakataka" 0.00250138362602306
"Albizia_masikororum" 0.00272854806815204
"Albizia_arenicola" 0.00485958457549439
"Albizia_boinensis" 0.00242558968338168
"Albizia_aurisparsa" 0.00239271657816333
"Albizia_forbesii" 0.00425744774525468
"Albizia_viridis" 0.00226895110871571
"Albizia_schimperiana" 0.00297194109949016
"Albizia_glaberrima" 0.00187512908955397
"Albizia_amara" 0.00297343542844985
"Albizia_tulearensis" 0.00093205359020321
"Albizia_greveana" 0.00363418213521793
"Albizia_kostermansii" 0.00421829918624227
"Albizia_lebbekoides" 0.00433899671439285
"Albizia_odoratissima" 0.00368314175045058
"Albizia_myriophylla" 0.00245540368125364
"Albizia_saponaria" 0.00277192618689924
"Albizia_procera" 0.00212382070367884
"Albizia_canescens" 0.00232755575284388
"Albizia_julibrissin" 0.00167176859172319
"Albizia_kalkora" 0.00266504233112778
"Albizia_chinensis" 0.00239915440064861
"Albizia_malacophylla" 0.00402055439647457
"Albizia_versicolor" 0.00122787559971313
"Albizia_antunesiana" 0.00571084913427077
"Albizia_tanganyicensis" 0.00246844689543811
"Albizia_carrii" 0.0050951335112708
"Albizia_chevalieri" 0.00221691303081577
"Albizia_harveyi" 0.00388072776207762
"Albizia_anthelmintica" 0.00347781146282524
"Albizia_zygia" 0.0018227258735686
"Albizia_mainaea" 0.00525897694253431
"Albizia_grandibracteata" 0.00343909462850342
"Albizia_gummifera" 0.00544158536876306
"Enterolobium_timbouva" 0.00272427224426706
"Enterolobium_cyclocarpum" 0.00212871304260271
"Enterolobium_contortisiliquum" 0.00157376078639864
"Enterolobium_gummiferum" 0.00158908546977362
"Enterolobium_barnebianum" 0.0056197818226308
"Chloroleucon_mangense" 0.00171025316786731
"Chloroleucon_foliolosum" 0.00409863290228248
"Chloroleucon_tenuiflorum" 0.00209787010501051
"Samanea_saman" 0.00237052175160534
"Pseudosamanea_guachapele" 0.00154183752095547
"Pseudosamanea_carbonaria" 0.00563606247118537
"Hydrochorea_corymbosa" 0.00659744615981321
"Hydrochorea_obliquifoliolata" 0.00384391797063954
"Hydrochorea_pedicellaris" 0.00470355937645007
"Hydrochorea_elegans" 0.00543136486989709
"Hydrochorea_gonggrijpii" 0.00993867369608244
"Hydrochorea_leucocalyx" 0.00457468080146228
"Jupunba_macradenia" 0.00373846053594151
"Jupunba_villifera" 0.0017228675646617
"Jupunba_commutata" 0.00889108764782625
"Jupunba_barbouriana" 0.00808033162758087
"Jupunba_trapezifolia" 0.00216759986000068
"Jupunba_ganymedea" 0.00526757627641296
"Jupunba_curvicarpa" 0.00520699496467093
"Hydrochorea_acreana" 0.0053684117423104
"Jupunba_oppositifolia" 0.00141269352339097
"Jupunba_abbottii" 0.0119666205057228
