"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"115","Acacia rovumae",1,"206242","Acacia rovumae",1,"species","","",NA,"Oliv.","Fabaceae","Acacia","Acacia",1,"rovumae","rovumae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471354-1","","Y","Synonym","Senegalia rovumae","Senegalia rovumae","(Oliv.) Kyal. & Boatwr.","1305070","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131651-1","","Fabaceae","1","1","wcvp","0",""
"116","Acacia russelliana",1,"1037416","Acacia russelliana",1,"species","","",NA,"(Britton & Rose) Lundell","Fabaceae","Acacia","Acacia",1,"russelliana","russelliana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:654-2","","Y","Synonym","Mariosousa russelliana","Mariosousa russelliana","(Britton & Rose) Seigler & Ebinger","1262091","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77085478-1","","Fabaceae","1","1","wcvp","0",""
"117","Acacia schaffneri",1,"162820","Acacia schaffneri",1,"species","","",NA,"(S.Watson) F.J.Herm.","Fabaceae","Acacia","Acacia",1,"schaffneri","schaffneri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:658-2","","Y","Synonym","Vachellia schaffneri","Vachellia schaffneri","(S.Watson) Seigler & Ebinger","1260410","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441236-2","","Fabaceae","1","1","wcvp","0",""
"118","Acacia schottii",1,"162821","Acacia schottii",1,"species","","",NA,"Torr.","Fabaceae","Acacia","Acacia",1,"schottii","schottii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:660-2","","Y","Synonym","Vachellia schottii","Vachellia schottii","(Torr.) Seigler & Ebinger","1260411","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441237-2","","Fabaceae","1","1","wcvp","0",""
"119","Acacia schweinfurthii",1,"206305","Acacia schweinfurthii",1,"species","","",NA,"Brenan & Exell","Fabaceae","Acacia","Acacia",1,"schweinfurthii","schweinfurthii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471413-1","","Y","Synonym","Senegalia schweinfurthii","Senegalia schweinfurthii","(Brenan & Exell) Seigler & Ebinger","737873","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60453642-2","","Fabaceae","1","1","wcvp","0",""
"120","Acacia senegal",1,"206315","Acacia senegal",1,"species","","",NA,"(L.) Willd.","Fabaceae","Acacia","Acacia",1,"senegal","senegal",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471439-1","","Y","Synonym","Senegalia senegal","Senegalia senegal","(L.) Britton","1264195","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518304-1","","Fabaceae","1","1","wcvp","0",""
"121","Acacia seyal",1,"206444","Acacia seyal",1,"species","","",NA,"Delile","Fabaceae","Acacia","Acacia",1,"seyal","seyal",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471463-1","","Y","Synonym","Vachellia seyal","Vachellia seyal","(Delile) P.J.H.Hurter","1267570","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77089276-1","","Fabaceae","1","1","wcvp","0",""
"122","Acacia sieberiana",1,"1488085","Acacia sieberiana",1,"species","","",NA,"Scheele","Fabaceae","Acacia","Acacia",1,"sieberiana","sieberiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471475-1","","Y","Illegitimate","Acacia terminalis","Acacia terminalis","(Salisb.) J.F.Macbr.","184163","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471643-1","","Fabaceae","1","2","wcvp","6","[Ambiguous] [HigherTaxa]"
"123","Acacia simplex",1,"1042935","Acacia simplex",1,"species","","",NA,"(Sparrm.) Pedley","Fabaceae","Acacia","Acacia",1,"simplex","simplex",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471481-1","","Y","Accepted","Acacia simplex","Acacia simplex","(Sparrm.) Pedley","1042935","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471481-1","","Fabaceae","1","1","wcvp","0",""
"124","Acacia simplicifolia",1,"183449","Acacia simplicifolia",1,"species","","",NA,"Druce","Fabaceae","Acacia","Acacia",1,"simplicifolia","simplicifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471482-1","","Y","Illegitimate","Acacia simplex","Acacia simplex","(Sparrm.) Pedley","1042935","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471481-1","","Fabaceae","1","1","wcvp","0",""
"125","Acacia skleroxyla",1,"1047344","Acacia skleroxyla",1,"species","","",NA,"Tussac","Fabaceae","Acacia","Acacia",1,"skleroxyla","skleroxyla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60451314-2","","Y","Synonym","Parasenegalia skleroxyla","Parasenegalia skleroxyla","(Tussac) Seigler & Ebinger","1373527","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175803-1","","Fabaceae","1","1","wcvp","0",""
"126","Acacia sphaerocephala",1,"1041122","Acacia sphaerocephala",1,"species","","",NA,"Schltdl. & Cham.","Fabaceae","Acacia","Acacia",1,"sphaerocephala","sphaerocephala",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471516-1","","Y","Synonym","Vachellia sphaerocephala","Vachellia sphaerocephala","(Cham. & Schltdl.) Seigler & Ebinger","1260412","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441238-2","","Fabaceae","1","1","wcvp","0",""
"127","Acacia stuhlmannii",1,"206578","Acacia stuhlmannii",1,"species","","",NA,"Taub.","Fabaceae","Acacia","Acacia",1,"stuhlmannii","stuhlmannii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471570-1","","Y","Synonym","Vachellia stuhlmannii","Vachellia stuhlmannii","(Taub.) Kyal. & Boatwr.","1305150","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131785-1","","Fabaceae","1","1","wcvp","0",""
"128","Acacia subangulata",1,"1037424","Acacia subangulata",1,"species","","",NA,"Rose","Fabaceae","Acacia","Acacia",1,"subangulata","subangulata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:676-2","","Y","Synonym","Senegalia subangulata","Senegalia subangulata","(Rose) Britton & Rose","1037870","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518308-1","","Fabaceae","1","1","wcvp","0",""
"129","Acacia swazica",1,"206587","Acacia swazica",1,"species","","",NA,"Burtt Davy","Fabaceae","Acacia","Acacia",1,"swazica","swazica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471608-1","","Y","Synonym","Vachellia swazica","Vachellia swazica","(Burtt Davy) Kyal. & Boatwr.","1305151","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131786-1","","Fabaceae","1","1","wcvp","0",""
"130","Acacia tenuifolia",1,"197937","Acacia tenuifolia",1,"species","","",NA,"F.Muell.","Fabaceae","Acacia","Acacia",1,"tenuifolia","tenuifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471632-1","","Y","Illegitimate","Acacia aculeatissima","Acacia aculeatissima","J.F.Macbr.","197936","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469641-1","","Fabaceae","1","2","wcvp","4","[HigherTaxa]"
"131","Acacia tequilana",1,"162823","Acacia tequilana",1,"species","","",NA,"S.Watson","Fabaceae","Acacia","Acacia",1,"tequilana","tequilana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:684-2","","Y","Synonym","Acaciella tequilana","Acaciella tequilana","(S.Watson) Britton & Rose","165072","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:757-2","","Fabaceae","1","1","wcvp","0",""
"132","Acacia tomentosa",1,"196134","Acacia tomentosa",1,"species","","",NA,"(Rottler) Willd.","Fabaceae","Acacia","Acacia",1,"tomentosa","tomentosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471656-1","","Y","Synonym","Vachellia tomentosa","Vachellia tomentosa","(Rottler) Maslin, Seigler & Ebinger","1305363","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77132544-1","","Fabaceae","1","1","wcvp","0",""
"133","Acacia tortilis",1,"206664","Acacia tortilis",1,"species","","",NA,"(Forssk.) Hayne","Fabaceae","Acacia","Acacia",1,"tortilis","tortilis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471662-1","","Y","Synonym","Vachellia tortilis","Vachellia tortilis","(Forssk.) Galasso & Banfi","1268136","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77087190-1","","Fabaceae","1","1","wcvp","0",""
"134","Acacia villosa",1,"171588","Acacia villosa",1,"species","","",NA,"(Sw.) Willd.","Fabaceae","Acacia","Acacia",1,"villosa","villosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471760-1","","Y","Synonym","Acaciella villosa","Acaciella villosa","(Sw.) Britton & Rose","173800","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:762-2","","Fabaceae","1","1","wcvp","0",""
"135","Acacia visco",1,"171589","Acacia visco",1,"species","","",NA,"Lorentz ex Griseb.","Fabaceae","Acacia","Acacia",1,"visco","visco",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471778-1","","Y","Synonym","Parasenegalia visco","Parasenegalia visco","(Lorentz ex Griseb.) Seigler & Ebinger","1373530","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175804-1","","Fabaceae","1","1","wcvp","0",""
"136","Acacia willardiana",1,"182915","Acacia willardiana",1,"species","","",NA,"Rose","Fabaceae","Acacia","Acacia",1,"willardiana","willardiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:707-2","","Y","Synonym","Mariosousa heterophylla","Mariosousa heterophylla","(Benth.) Seigler & Ebinger","1385738","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77194267-1","","Fabaceae","1","1","wcvp","0",""
"137","Acacia wrightii",1,"1036911","Acacia wrightii",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"wrightii","wrightii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708-2","","Y","Synonym","Senegalia wrightii","Senegalia wrightii","(Benth.) Britton & Rose","164626","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234376-2","","Fabaceae","1","1","wcvp","0",""
"138","Acacia xanthophloea",1,"206863","Acacia xanthophloea",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"xanthophloea","xanthophloea",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:471815-1","","Y","Synonym","Vachellia xanthophloea","Vachellia xanthophloea","(Benth.) Banfi & Galasso","1430919","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77087191-1","","Fabaceae","1","1","wcvp","0",""
"139","Acaciella bicolor",1,"1037429","Acaciella bicolor",1,"species","","",NA,"Britton & Rose","Fabaceae","Acaciella","Acaciella",1,"bicolor","bicolor",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:714-2","","Y","Accepted","Acaciella bicolor","Acaciella bicolor","Britton & Rose","1037429","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:714-2","","Fabaceae","1","1","wcvp","0",""
"140","Acaciella chamelensis",1,"1021242","Acaciella chamelensis",1,"species","","",NA,"(L.Rico) L.Rico","Fabaceae","Acaciella","Acaciella",1,"chamelensis","chamelensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77077785-1","","Y","Accepted","Acaciella chamelensis","Acaciella chamelensis","(L.Rico) L.Rico","1021242","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77077785-1","","Fabaceae","1","1","wcvp","0",""
"141","Acaciella goldmanii",1,"1037440","Acaciella goldmanii",1,"species","","",NA,"Britton & Rose","Fabaceae","Acaciella","Acaciella",1,"goldmanii","goldmanii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:729-2","","Y","Accepted","Acaciella goldmanii","Acaciella goldmanii","Britton & Rose","1037440","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:729-2","","Fabaceae","1","1","wcvp","0",""
"142","Acaciella painteri",1,"1037448","Acaciella painteri",1,"species","","",NA,"Britton & Rose","Fabaceae","Acaciella","Acaciella",1,"painteri","painteri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:743-2","","Y","Accepted","Acaciella painteri","Acaciella painteri","Britton & Rose","1037448","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:743-2","","Fabaceae","1","1","wcvp","0",""
"143","Adenanthera intermedia",1,"202678","Adenanthera intermedia",1,"species","","",NA,"Merr.","Fabaceae","Adenanthera","Adenanthera",1,"intermedia","intermedia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472158-1","","Y","Accepted","Adenanthera intermedia","Adenanthera intermedia","Merr.","202678","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472158-1","","Fabaceae","1","1","wcvp","0",""
"144","Adenanthera malayana",1,"202680","Adenanthera malayana",1,"species","","",NA,"Kosterm.","Fabaceae","Adenanthera","Adenanthera",1,"malayana","malayana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472161-1","","Y","Accepted","Adenanthera malayana","Adenanthera malayana","Kosterm.","202680","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472161-1","","Fabaceae","1","1","wcvp","0",""
"145","Adenanthera microsperma",1,"184643","Adenanthera microsperma",1,"species","","",NA,"Teijsm. & Binn.","Fabaceae","Adenanthera","Adenanthera",1,"microsperma","microsperma",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472162-1","","Y","Accepted","Adenanthera microsperma","Adenanthera microsperma","Teijsm. & Binn.","184643","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472162-1","","Fabaceae","1","1","wcvp","0",""
"146","Adenopodia oaxacana",1,"177036","Adenopodia oaxacana",1,"species","","",NA,"M.Sousa","Fabaceae","Adenopodia","Adenopodia",1,"oaxacana","oaxacana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:271604-2","","Y","Accepted","Adenopodia oaxacana","Adenopodia oaxacana","M.Sousa","177036","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:271604-2","","Fabaceae","1","1","wcvp","0",""
"147","Adenopodia scelerata",1,"184664","Adenopodia scelerata",1,"species","","",NA,"(A.Chev.) Brenan","Fabaceae","Adenopodia","Adenopodia",1,"scelerata","scelerata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:942439-1","","Y","Accepted","Adenopodia scelerata","Adenopodia scelerata","(A.Chev.) Brenan","184664","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:942439-1","","Fabaceae","1","1","wcvp","0",""
"148","Adenopodia spicata",1,"184666","Adenopodia spicata",1,"species","","",NA,"(E.Mey.) C.Presl","Fabaceae","Adenopodia","Adenopodia",1,"spicata","spicata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472255-1","","Y","Accepted","Adenopodia spicata","Adenopodia spicata","(E.Mey.) C.Presl","184666","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:472255-1","","Fabaceae","1","1","wcvp","0",""
"149","Alantsilodendron mahafalense",1,"192694","Alantsilodendron mahafalense",1,"species","","",NA,"(R.Vig.) Villiers","Fabaceae","Alantsilodendron","Alantsilodendron",1,"mahafalense","mahafalense",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:978479-1","","Y","Accepted","Alantsilodendron mahafalense","Alantsilodendron mahafalense","(R.Vig.) Villiers","192694","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:978479-1","","Fabaceae","1","1","wcvp","0",""
"150","Albizia adianthifolia",1,"177580","Albizia adianthifolia",1,"species","","",NA,"(Schumach.) W.Wight","Fabaceae","Albizia","Albizia",1,"adianthifolia","adianthifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473166-1","","Y","Accepted","Albizia adianthifolia","Albizia adianthifolia","(Schumach.) W.Wight","177580","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473166-1","","Fabaceae","1","1","wcvp","0",""
"151","Albizia altissima",1,"172279","Albizia altissima",1,"species","","",NA,"Hook.f.","Fabaceae","Albizia","Albizia",1,"altissima","altissima",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473169-1","","Y","Synonym","Osodendron altissimum","Osodendron altissimum","(Hook.f.) E.J.M.Koenen","1491342","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77303837-1","","Fabaceae","1","1","wcvp","0",""
"152","Albizia amara",1,"1041170","Albizia amara",1,"species","","",NA,"(Roxb.) Boivin","Fabaceae","Albizia","Albizia",1,"amara","amara",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473171-1","","Y","Accepted","Albizia amara","Albizia amara","(Roxb.) Boivin","1041170","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473171-1","","Fabaceae","1","1","wcvp","0",""
"153","Albizia androyensis",1,"192753","Albizia androyensis",1,"species","","",NA,"Capuron","Fabaceae","Albizia","Albizia",1,"androyensis","androyensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473115-1","","Y","Accepted","Albizia androyensis","Albizia androyensis","Capuron","192753","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473115-1","","Fabaceae","1","1","wcvp","0",""
"154","Albizia anthelmintica",1,"178695","Albizia anthelmintica",1,"species","","",NA,"(A.Rich.) Brongn.","Fabaceae","Albizia","Albizia",1,"anthelmintica","anthelmintica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473175-1","","Y","Accepted","Albizia anthelmintica","Albizia anthelmintica","(A.Rich.) Brongn.","178695","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473175-1","","Fabaceae","1","1","wcvp","0",""
"155","Albizia antunesiana",1,"178797","Albizia antunesiana",1,"species","","",NA,"Harms","Fabaceae","Albizia","Albizia",1,"antunesiana","antunesiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473176-1","","Y","Accepted","Albizia antunesiana","Albizia antunesiana","Harms","178797","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473176-1","","Fabaceae","1","1","wcvp","0",""
"156","Albizia arenicola",1,"192754","Albizia arenicola",1,"species","","",NA,"R.Vig.","Fabaceae","Albizia","Albizia",1,"arenicola","arenicola",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473177-1","","Y","Accepted","Albizia arenicola","Albizia arenicola","R.Vig.","192754","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473177-1","","Fabaceae","1","1","wcvp","0",""
"157","Albizia atakataka",1,"192755","Albizia atakataka",1,"species","","",NA,"Capuron","Fabaceae","Albizia","Albizia",1,"atakataka","atakataka",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473117-1","","Y","Accepted","Albizia atakataka","Albizia atakataka","Capuron","192755","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473117-1","","Fabaceae","1","1","wcvp","0",""
"158","Albizia aurisparsa",1,"192756","Albizia aurisparsa",1,"species","","",NA,"(Drake) R.Vig. ex Capuron","Fabaceae","Albizia","Albizia",1,"aurisparsa","aurisparsa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473119-1","","Y","Accepted","Albizia aurisparsa","Albizia aurisparsa","(Drake) R.Vig. ex Capuron","192756","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473119-1","","Fabaceae","1","1","wcvp","0",""
"159","Albizia bernieri",1,"192760","Albizia bernieri",1,"species","","",NA,"E.Fourn. ex Villiers","Fabaceae","Albizia","Albizia",1,"bernieri","bernieri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004622-1","","Y","Accepted","Albizia bernieri","Albizia bernieri","E.Fourn. ex Villiers","192760","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20004622-1","","Fabaceae","1","1","wcvp","0",""
"160","Albizia boinensis",1,"192763","Albizia boinensis",1,"species","","",NA,"R.Vig.","Fabaceae","Albizia","Albizia",1,"boinensis","boinensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473186-1","","Y","Accepted","Albizia boinensis","Albizia boinensis","R.Vig.","192763","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473186-1","","Fabaceae","1","1","wcvp","0",""
"161","Albizia carrii",1,"202159","Albizia carrii",1,"species","","",NA,"Kanis","Fabaceae","Albizia","Albizia",1,"carrii","carrii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473125-1","","Y","Accepted","Albizia carrii","Albizia carrii","Kanis","202159","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473125-1","","Fabaceae","1","1","wcvp","0",""
"162","Albizia chevalieri",1,"179532","Albizia chevalieri",1,"species","","",NA,"Harms","Fabaceae","Albizia","Albizia",1,"chevalieri","chevalieri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473203-1","","Y","Accepted","Albizia chevalieri","Albizia chevalieri","Harms","179532","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473203-1","","Fabaceae","1","1","wcvp","0",""
"163","Albizia commiphoroides",1,"192768","Albizia commiphoroides",1,"species","","",NA,"Capuron","Fabaceae","Albizia","Albizia",1,"commiphoroides","commiphoroides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473128-1","","Y","Accepted","Albizia commiphoroides","Albizia commiphoroides","Capuron","192768","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473128-1","","Fabaceae","1","1","wcvp","0",""
"164","Albizia duckeana",1,"1250820","Albizia duckeana",1,"species","","",NA,"L.Rico","Fabaceae","Albizia","Albizia",1,"duckeana","duckeana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1015774-1","","Y","Synonym","Hydrochorea elegans","Hydrochorea elegans","(Ducke) M.V.B.Soares, Iganci & M.P.Morim","1491332","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77303827-1","","Fabaceae","1","1","wcvp","0",""
"165","Albizia forbesii",1,"180231","Albizia forbesii",1,"species","","",NA,"Benth.","Fabaceae","Albizia","Albizia",1,"forbesii","forbesii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473242-1","","Y","Accepted","Albizia forbesii","Albizia forbesii","Benth.","180231","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473242-1","","Fabaceae","1","1","wcvp","0",""
"166","Albizia glaberrima",1,"180425","Albizia glaberrima",1,"species","","",NA,"(Schumach. & Thonn.) Benth.","Fabaceae","Albizia","Albizia",1,"glaberrima","glaberrima",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473250-1","","Y","Accepted","Albizia glaberrima","Albizia glaberrima","(Schumach. & Thonn.) Benth.","180425","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473250-1","","Fabaceae","1","1","wcvp","0",""
"167","Albizia grandibracteata",1,"180908","Albizia grandibracteata",1,"species","","",NA,"Taub.","Fabaceae","Albizia","Albizia",1,"grandibracteata","grandibracteata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473256-1","","Y","Accepted","Albizia grandibracteata","Albizia grandibracteata","Taub.","180908","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473256-1","","Fabaceae","1","1","wcvp","0",""
"168","Albizia greveana",1,"192771","Albizia greveana",1,"species","","",NA,"(Baill.) R.Baron","Fabaceae","Albizia","Albizia",1,"greveana","greveana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77221651-1","","Y","Accepted","Albizia greveana","Albizia greveana","(Baill.) R.Baron","192771","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77221651-1","","Fabaceae","1","1","wcvp","0",""
"169","Albizia guachapele",1,"183349","Albizia guachapele",1,"species","","",NA,"(Kunth) Dugand","Fabaceae","Albizia","Albizia",1,"guachapele","guachapele",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:8022-2","","Y","Synonym","Pseudosamanea guachapele","Pseudosamanea guachapele","(Kunth) Harms","183350","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:211561-2","","Fabaceae","1","1","wcvp","0",""
