"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"1","Abarema acreana",1,"205953","Abarema acreana",1,"species","","",NA,"(J.F.Macbr.) L.Rico","Fabaceae","Abarema","Abarema",1,"acreana","acreana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1012720-1","","Y","Synonym","Hydrochorea acreana","Hydrochorea acreana","(J.F.Macbr.) Barneby & J.W.Grimes","190061","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:989345-1","","Fabaceae","1","1","wcvp","0",""
"2","Abarema cochliacarpos",1,"1725079","Abarema cochliacarpos",1,"species","","",NA,"(Gomes) Barneby & J.W.Grimes","Fabaceae","Abarema","Abarema",1,"cochliacarpos","cochliacarpos",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1020872-2","","Y","Accepted","Abarema cochliacarpos","Abarema cochliacarpos","(Gomes) Barneby & J.W.Grimes","1725079","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1020872-2","","Fabaceae","1","1","wcvp","0",""
"3","Abarema langsdorffii",1,"1221631","Abarema langsdorffii",1,"species","","",NA,"(Benth.) Barneby & J.W.Grimes","Fabaceae","Abarema","Abarema",1,"langsdorffii","langsdorffii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:989383-1","","Y","Synonym","Jupunba langsdorffii","Jupunba langsdorffii","(Benth.) M.V.B.Soares, M.P.Morim & Iganci","1431282","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77218791-1","","Fabaceae","1","1","wcvp","0",""
"4","Acacia abyssinica",1,"184745","Acacia abyssinica",1,"species","","",NA,"Hochst. ex Benth.","Fabaceae","Acacia","Acacia",1,"abyssinica","abyssinica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469622-1","","Y","Synonym","Vachellia abyssinica","Vachellia abyssinica","(Hochst. ex Benth.) Kyal. & Boatwr.","1305086","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131675-1","","Fabaceae","1","1","wcvp","0",""
"5","Acacia acatlensis",1,"161886","Acacia acatlensis",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"acatlensis","acatlensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:382-2","","Y","Synonym","Mariosousa acatlensis","Mariosousa acatlensis","(Benth.) Seigler & Ebinger","1262082","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60446090-2","","Fabaceae","1","1","wcvp","0",""
"6","Acacia adenocalyx",1,"185114","Acacia adenocalyx",1,"species","","",NA,"Brenan & Exell","Fabaceae","Acacia","Acacia",1,"adenocalyx","adenocalyx",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469650-1","","Y","Synonym","Senegalia adenocalyx","Senegalia adenocalyx","(Brenan & Exell) Kyal. & Boatwr.","1304806","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130756-1","","Fabaceae","1","1","wcvp","0",""
"7","Acacia allenii",1,"162294","Acacia allenii",1,"species","","",NA,"D.H.Janzen","Fabaceae","Acacia","Acacia",1,"allenii","allenii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:391-2","","Y","Synonym","Vachellia allenii","Vachellia allenii","(D.H.Janzen) Seigler & Ebinger","1260356","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441187-2","","Fabaceae","1","1","wcvp","0",""
"8","Acacia amythethophylla",1,"185508","Acacia amythethophylla",1,"species","","",NA,"Steud. ex A.Rich.","Fabaceae","Acacia","Acacia",1,"amythethophylla","amythethophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469703-1","","Y","Synonym","Vachellia amythethophylla","Vachellia amythethophylla","(Steud. ex A.Rich.) Kyal. & Boatwr.","1305090","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131681-1","","Fabaceae","1","1","wcvp","0",""
"9","Acacia angustissima",1,"179606","Acacia angustissima",1,"species","","",NA,"(Mill.) Kuntze","Fabaceae","Acacia","Acacia",1,"angustissima","angustissima",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399-2","","Y","Synonym","Acaciella angustissima","Acaciella angustissima","(Mill.) Britton & Rose","179913","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712-2","","Fabaceae","1","1","wcvp","0",""
"10","Acacia anisophylla",1,"1036490","Acacia anisophylla",1,"species","","",NA,"S.Watson","Fabaceae","Acacia","Acacia",1,"anisophylla","anisophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:412-2","","Y","Synonym","Senegalia anisophylla","Senegalia anisophylla","(S.Watson) Britton & Rose","1037832","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518238-1","","Fabaceae","1","1","wcvp","0",""
"11","Acacia asak",1,"186437","Acacia asak",1,"species","","",NA,"(Forssk.) Willd.","Fabaceae","Acacia","Acacia",1,"asak","asak",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469761-1","","Y","Synonym","Senegalia asak","Senegalia asak","(Forssk.) Kyal. & Boatwr.","1304809","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130759-1","","Fabaceae","1","1","wcvp","0",""
"12","Acacia ataxacantha",1,"186647","Acacia ataxacantha",1,"species","","",NA,"DC.","Fabaceae","Acacia","Acacia",1,"ataxacantha","ataxacantha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469772-1","","Y","Synonym","Senegalia ataxacantha","Senegalia ataxacantha","(DC.) Kyal. & Boatwr.","1304810","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130760-1","","Fabaceae","1","1","wcvp","0",""
"13","Acacia bellula",1,"192728","Acacia bellula",1,"species","","",NA,"Drake","Fabaceae","Acacia","Acacia",1,"bellula","bellula",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469822-1","","Y","Synonym","Vachellia bellula","Vachellia bellula","(Drake) Boatwr.","1312102","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77150530-1","","Fabaceae","1","1","wcvp","0",""
"14","Acacia berlandieri",1,"161899","Acacia berlandieri",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"berlandieri","berlandieri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469827-1","","Y","Synonym","Senegalia berlandieri","Senegalia berlandieri","(Benth.) Britton & Rose","164142","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234302-2","","Fabaceae","1","1","wcvp","0",""
"15","Acacia biaciculata",1,"1036493","Acacia biaciculata",1,"species","","",NA,"S.Watson","Fabaceae","Acacia","Acacia",1,"biaciculata","biaciculata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:424-2","","Y","Synonym","Vachellia biaciculata","Vachellia biaciculata","(S.Watson) Seigler & Ebinger","1260362","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441193-2","","Fabaceae","1","1","wcvp","0",""
"16","Acacia bilimekii",1,"161900","Acacia bilimekii",1,"species","","",NA,"J.F.Macbr.","Fabaceae","Acacia","Acacia",1,"bilimekii","bilimekii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292828-2","","Y","Synonym","Vachellia bilimekii","Vachellia bilimekii","(J.F.Macbr.) Seigler & Ebinger","1260363","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441194-2","","Fabaceae","1","1","wcvp","0",""
"17","Acacia bonariensis",1,"184159","Acacia bonariensis",1,"species","","",NA,"Gillies ex Hook. & Arn.","Fabaceae","Acacia","Acacia",1,"bonariensis","bonariensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469857-1","","Y","Synonym","Senegalia bonariensis","Senegalia bonariensis","(Gillies ex Hook. & Arn.) Seigler & Ebinger","1262209","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60445198-2","","Fabaceae","1","1","wcvp","0",""
"18","Acacia brandegeeana",1,"1428701","Acacia brandegeeana",1,"species","","",NA,"I.M.Johnst.","Fabaceae","Acacia","Acacia",1,"brandegeeana","brandegeeana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:428-2","","Y","Synonym","Vachellia brandegeeana","Vachellia brandegeeana","(I.M.Johnst.) Seigler & Ebinger","1260364","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441195-2","","Fabaceae","1","1","wcvp","0",""
"19","Acacia brevispica",1,"187441","Acacia brevispica",1,"species","","",NA,"Harms","Fabaceae","Acacia","Acacia",1,"brevispica","brevispica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469880-1","","Y","Synonym","Senegalia brevispica","Senegalia brevispica","(Harms) Seigler & Ebinger","737876","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60453638-2","","Fabaceae","1","1","wcvp","0",""
"20","Acacia burkei",1,"188092","Acacia burkei",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"burkei","burkei",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469893-1","","Y","Synonym","Senegalia burkei","Senegalia burkei","(Benth.) Kyal. & Boatwr.","1304811","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130763-1","","Fabaceae","1","1","wcvp","0",""
"21","Acacia caesia",1,"201400","Acacia caesia",1,"species","","",NA,"Wight & Arn.","Fabaceae","Acacia","Acacia",1,"caesia","caesia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469904-1","","Y","Illegitimate","Senegalia intsia","Senegalia intsia","(L.) Maslin, Seigler & Ebinger","1305338","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77132510-1","","Fabaceae","1","2","wcvp","4","[HigherTaxa]"
"22","Acacia caffra",1,"188374","Acacia caffra",1,"species","","",NA,"(Thunb.) Willd.","Fabaceae","Acacia","Acacia",1,"caffra","caffra",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:469907-1","","Y","Synonym","Senegalia caffra","Senegalia caffra","(Thunb.) P.J.H.Hurter & Mabb.","1267561","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77089267-1","","Fabaceae","1","1","wcvp","0",""
"23","Acacia centralis",1,"161904","Acacia centralis",1,"species","","",NA,"(Britton & Rose) Lundell","Fabaceae","Acacia","Acacia",1,"centralis","centralis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:441-2","","Y","Synonym","Mariosousa centralis","Mariosousa centralis","(Britton & Rose) Seigler & Ebinger","1262084","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60446091-2","","Fabaceae","1","1","wcvp","0",""
"24","Acacia chiapensis",1,"161905","Acacia chiapensis",1,"species","","",NA,"Saff.","Fabaceae","Acacia","Acacia",1,"chiapensis","chiapensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:443-2","","Y","Synonym","Vachellia chiapensis","Vachellia chiapensis","(Saff.) Seigler & Ebinger","1260373","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441204-2","","Fabaceae","1","1","wcvp","0",""
"25","Acacia cochliacantha",1,"171563","Acacia cochliacantha",1,"species","","",NA,"Humb. & Bonpl. ex Willd.","Fabaceae","Acacia","Acacia",1,"cochliacantha","cochliacantha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470010-1","","Y","Synonym","Vachellia campeachiana","Vachellia campeachiana","(Mill.) Seigler & Ebinger","1260368","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441199-2","","Fabaceae","1","1","wcvp","0",""
"26","Acacia compacta",1,"1036496","Acacia compacta",1,"species","","",NA,"Rose","Fabaceae","Acacia","Acacia",1,"compacta","compacta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:447-2","","Y","Synonym","Mariosousa compacta","Mariosousa compacta","(Rose) Seigler & Ebinger","1262085","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60446092-2","","Fabaceae","1","1","wcvp","0",""
"27","Acacia concinna",1,"1041050","Acacia concinna",1,"species","","",NA,"Phil.","Fabaceae","Acacia","Acacia",1,"concinna","concinna",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470032-1","","Y","Illegitimate","Parasenegalia visco","Parasenegalia visco","(Lorentz ex Griseb.) Seigler & Ebinger","1373530","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77175804-1","","Fabaceae","1","3","wcvp","4","[HigherTaxa]"
"28","Acacia confusa",1,"183473","Acacia confusa",1,"species","","",NA,"Merr.","Fabaceae","Acacia","Acacia",1,"confusa","confusa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470039-1","","Y","Accepted","Acacia confusa","Acacia confusa","Merr.","183473","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470039-1","","Fabaceae","1","1","wcvp","0",""
"29","Acacia constricta",1,"1036497","Acacia constricta",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"constricta","constricta",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:448-2","","Y","Synonym","Vachellia constricta","Vachellia constricta","(Benth.) Seigler & Ebinger","1260376","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441207-2","","Fabaceae","1","1","wcvp","0",""
"30","Acacia cookii",1,"179609","Acacia cookii",1,"species","","",NA,"Saff.","Fabaceae","Acacia","Acacia",1,"cookii","cookii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:453-2","","Y","Synonym","Vachellia cookii","Vachellia cookii","(Saff.) Seigler & Ebinger","1260377","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441208-2","","Fabaceae","1","1","wcvp","0",""
"31","Acacia cornigera",1,"179720","Acacia cornigera",1,"species","","",NA,"(L.) Willd.","Fabaceae","Acacia","Acacia",1,"cornigera","cornigera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1112366-2","","Y","Synonym","Vachellia cornigera","Vachellia cornigera","(L.) Seigler & Ebinger","1260378","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441209-2","","Fabaceae","1","1","wcvp","0",""
"32","Acacia coulteri",1,"1036500","Acacia coulteri",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"coulteri","coulteri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457-2","","Y","Synonym","Mariosousa coulteri","Mariosousa coulteri","(Benth.) Seigler & Ebinger","1262086","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60446093-2","","Fabaceae","1","1","wcvp","0",""
"33","Acacia cracentis",1,"199150","Acacia cracentis",1,"species","","",NA,"R.S.Cowan & Maslin","Fabaceae","Acacia","Acacia",1,"cracentis","cracentis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008315-1","","Y","Accepted","Acacia cracentis","Acacia cracentis","R.S.Cowan & Maslin","199150","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1008315-1","","Fabaceae","1","1","wcvp","0",""
"34","Acacia crassifolia",1,"1036502","Acacia crassifolia",1,"species","","",NA,"A.Gray","Fabaceae","Acacia","Acacia",1,"crassifolia","crassifolia",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470073-1","","Y","Synonym","Senegalia crassifolia","Senegalia crassifolia","(A.Gray) Britton & Rose","1037837","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518246-1","","Fabaceae","1","1","wcvp","0",""
"35","Acacia crinita",1,"1036504","Acacia crinita",1,"species","","",NA,"Brandegee","Fabaceae","Acacia","Acacia",1,"crinita","crinita",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:460-2","","Y","Synonym","Acaciella tequilana var. crinita","Acaciella tequilana","(Brandegee) L.Rico","1021243","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77077788-1","","Fabaceae","1","1","wcvp","0",""
"36","Acacia diffusa",1,"197930","Acacia diffusa",1,"species","","",NA,"Ker Gawl.","Fabaceae","Acacia","Acacia",1,"diffusa","diffusa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:63352-3","","Y","Synonym","Acacia genistifolia subsp. genistifolia","Acacia genistifolia","","1431706","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3284210-4","","Fabaceae","1","1","wcvp","0",""
"37","Acacia dolichostachya",1,"161912","Acacia dolichostachya",1,"species","","",NA,"S.F.Blake","Fabaceae","Acacia","Acacia",1,"dolichostachya","dolichostachya",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:473-2","","Y","Synonym","Mariosousa dolichostachya","Mariosousa dolichostachya","(S.F.Blake) Seigler & Ebinger","1262087","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60446094-2","","Fabaceae","1","1","wcvp","0",""
"38","Acacia drepanolobium",1,"189601","Acacia drepanolobium",1,"species","","",NA,"Harms ex Y.Sjöstedt","Fabaceae","Acacia","Acacia",1,"drepanolobium","drepanolobium",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470213-1","","Y","Synonym","Vachellia drepanolobium","Vachellia drepanolobium","(Harms ex Y.Sjöstedt) P.J.H.Hurter","1267565","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77089271-1","","Fabaceae","1","1","wcvp","0",""
"39","Acacia erioloba",1,"1488016","Acacia erioloba",1,"species","","",NA,"Edgew.","Fabaceae","Acacia","Acacia",1,"erioloba","erioloba",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470266-1","","Y","Illegitimate","Vachellia edgeworthii","Vachellia edgeworthii","(T.Anderson) Kyal. & Boatwr.","1305108","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131701-1","","Fabaceae","1","2","wcvp","4","[HigherTaxa]"
"40","Acacia erubescens",1,"191457","Acacia erubescens",1,"species","","",NA,"Welw. ex Oliv.","Fabaceae","Acacia","Acacia",1,"erubescens","erubescens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470270-1","","Y","Synonym","Senegalia erubescens","Senegalia erubescens","(Welw. ex Oliv.) Kyal. & Boatwr.","1375178","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130781-1","","Fabaceae","1","1","wcvp","0",""
"41","Acacia erythrocalyx",1,"191655","Acacia erythrocalyx",1,"species","","",NA,"Brenan","Fabaceae","Acacia","Acacia",1,"erythrocalyx","erythrocalyx",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470273-1","","Y","Synonym","Senegalia erythrocalyx","Senegalia erythrocalyx","(Brenan) Kyal. & Boatwr.","1304822","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130782-1","","Fabaceae","1","1","wcvp","0",""
"42","Acacia etbaica",1,"191859","Acacia etbaica",1,"species","","",NA,"Schweinf.","Fabaceae","Acacia","Acacia",1,"etbaica","etbaica",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470281-1","","Y","Synonym","Vachellia etbaica","Vachellia etbaica","(Schweinf.) Kyal. & Boatwr.","1305111","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77131706-1","","Fabaceae","1","1","wcvp","0",""
"43","Acacia furcatispina",1,"161915","Acacia furcatispina",1,"species","","",NA,"Burkart","Fabaceae","Acacia","Acacia",1,"furcatispina","furcatispina",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292785-2","","Y","Illegitimate","Senegalia gilliesii","Senegalia gilliesii","(Steud.) Seigler & Ebinger","1262216","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60445205-2","","Fabaceae","1","1","wcvp","0",""
"44","Acacia galpinii",1,"192935","Acacia galpinii",1,"species","","",NA,"Burtt Davy","Fabaceae","Acacia","Acacia",1,"galpinii","galpinii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470382-1","","Y","Synonym","Senegalia galpinii","Senegalia galpinii","(Burtt Davy) Seigler & Ebinger","737871","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60453639-2","","Fabaceae","1","1","wcvp","0",""
"45","Acacia gaumeri",1,"161916","Acacia gaumeri",1,"species","","",NA,"S.F.Blake","Fabaceae","Acacia","Acacia",1,"gaumeri","gaumeri",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:498-2","","Y","Synonym","Senegalia gaumeri","Senegalia gaumeri","(S.F.Blake) Britton & Rose","1037842","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518254-1","","Fabaceae","1","1","wcvp","0",""
"46","Acacia gentlei",1,"161917","Acacia gentlei",1,"species","","",NA,"Standl.","Fabaceae","Acacia","Acacia",1,"gentlei","gentlei",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:499-2","","Y","Synonym","Vachellia gentlei","Vachellia gentlei","(Standl.) Seigler & Ebinger","1260385","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441215-2","","Fabaceae","1","1","wcvp","0",""
"47","Acacia gerrardii",0.98210117101673,"1818928","Acacia gerrardi",0.98210117101673,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"gerrardii","gerrardi",0.88888888888889,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470393-1","","Y","Synonym","Vachellia gerrardi","Vachellia gerrardi","(Benth.) P.J.H.Hurter","1629121","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77089274-1","","Fabaceae","1","1","wcvp","0",""
"48","Acacia glandulifera",1,"1488031","Acacia glandulifera",1,"species","","",NA,"Schinz","Fabaceae","Acacia","Acacia",1,"glandulifera","glandulifera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470412-1","","Y","Illegitimate","Vachellia nebrownii","Vachellia nebrownii","(Burtt Davy) Seigler & Ebinger","737885","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60453647-2","","Fabaceae","1","2","wcvp","4","[HigherTaxa]"
"49","Acacia glauca",1,"181905","Acacia glauca",1,"species","","",NA,"(L.) Moench","Fabaceae","Acacia","Acacia",1,"glauca","glauca",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1211764-2","","Y","Synonym","Acaciella glauca","Acaciella glauca","(L.) L.Rico","1266226","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77077786-1","","Fabaceae","1","1","wcvp","0",""
"50","Acacia globulifera",1,"161918","Acacia globulifera",1,"species","","",NA,"Saff.","Fabaceae","Acacia","Acacia",1,"globulifera","globulifera",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503-2","","Y","Synonym","Vachellia globulifera","Vachellia globulifera","(Saff.) Seigler & Ebinger","1260388","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60441218-2","","Fabaceae","1","1","wcvp","0",""
"51","Acacia glomerosa",1,"161919","Acacia glomerosa",1,"species","","",NA,"Benth.","Fabaceae","Acacia","Acacia",1,"glomerosa","glomerosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504-2","","Y","Synonym","Senegalia polyphylla","Senegalia polyphylla","(DC.) Britton & Rose","181884","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518289-1","","Fabaceae","1","1","wcvp","0",""
"52","Acacia goetzei",1,"193277","Acacia goetzei",1,"species","","",NA,"Harms","Fabaceae","Acacia","Acacia",1,"goetzei","goetzei",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470431-1","","Y","Synonym","Senegalia goetzei","Senegalia goetzei","(Harms) Kyal. & Boatwr.","1304825","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130785-1","","Fabaceae","1","1","wcvp","0",""
"53","Acacia goldmanii",1,"161920","Acacia goldmanii",1,"species","","",NA,"(Britton & Rose) Wiggins","Fabaceae","Acacia","Acacia",1,"goldmanii","goldmanii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:506-2","","Y","Synonym","Acaciella goldmanii","Acaciella goldmanii","Britton & Rose","1037440","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:729-2","","Fabaceae","1","1","wcvp","0",""
"54","Acacia gourmaensis",1,"194194","Acacia gourmaensis",1,"species","","",NA,"A.Chev.","Fabaceae","Acacia","Acacia",1,"gourmaensis","gourmaensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:470440-1","","Y","Synonym","Senegalia gourmaensis","Senegalia gourmaensis","(A.Chev.) Kyal. & Boatwr.","1304826","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77130788-1","","Fabaceae","1","1","wcvp","0",""
