"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","WarningsEng"
"141","Mimosa verrucosa",1,"172470","Mimosa verrucosa",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"verrucosa","verrucosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312732-2","","Y","Accepted","Mimosa verrucosa","Mimosa verrucosa","Benth.","172470","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312732-2","","Fabaceae","1","1","wcvp","0",""
"142","Mimosa schomburgkii",1,"172433","Mimosa schomburgkii",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"schomburgkii","schomburgkii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508651-1","","Y","Accepted","Mimosa schomburgkii","Mimosa schomburgkii","Benth.","172433","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508651-1","","Fabaceae","1","1","wcvp","0",""
"143","Mimosa artemisiana",1,"177083","Mimosa artemisiana",1,"species","","",NA,"Heringer & Paula","Fabaceae","Mimosa","Mimosa",1,"artemisiana","artemisiana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:896252-1","","Y","Synonym","Mimosa schomburgkii","Mimosa schomburgkii","Benth.","172433","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508651-1","","Fabaceae","1","1","wcvp","0",""
"144","Mimosa trianae",1,"172461","Mimosa trianae",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"trianae","trianae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508811-1","","Y","Accepted","Mimosa trianae","Mimosa trianae","Benth.","172461","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508811-1","","Fabaceae","1","1","wcvp","0",""
"145","Mimosa bimucronata",1,"162442","Mimosa bimucronata",1,"species","","",NA,"(DC.) Kuntze","Fabaceae","Mimosa","Mimosa",1,"bimucronata","bimucronata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Y","Accepted","Mimosa bimucronata","Mimosa bimucronata","(DC.) Kuntze","162442","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Fabaceae","1","1","wcvp","0",""
"146","Mimosa bimucronata var. bimucronata",0.59957384396743,"162442","Mimosa bimucronata",0.59957384396743,"species","","",NA,"(DC.) Kuntze","Fabaceae","Mimosa","Mimosa",1,"bimucronata","bimucronata",1,"","",NA,"","",NA,"","",NA,"","var. bimucronata","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Y","Accepted","Mimosa bimucronata","Mimosa bimucronata","(DC.) Kuntze","162442","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Fabaceae","1","1","wcvp","1","[Partial]"
"147","Mimosa bimucronata var. adenocarpa",1,"1345955","Mimosa bimucronata var. adenocarpa",1,"variety","","",NA,"Hassl.","Fabaceae","Mimosa","Mimosa",1,"bimucronata","bimucronata",1,"","",NA,"var.","adenocarpa",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:288581-2","","Y","Synonym","Mimosa bimucronata","Mimosa bimucronata","(DC.) Kuntze","162442","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161532-2","","Fabaceae","1","1","wcvp","0",""
"148","Mimosa pseudosepiaria",1,"167706","Mimosa pseudosepiaria",1,"species","","",NA,"Harms","Fabaceae","Mimosa","Mimosa",1,"pseudosepiaria","pseudosepiaria",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161914-2","","Y","Accepted","Mimosa pseudosepiaria","Mimosa pseudosepiaria","Harms","167706","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161914-2","","Fabaceae","1","1","wcvp","0",""
"149","Mimosa exalbescens",1,"176475","Mimosa exalbescens",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"exalbescens","exalbescens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312735-2","","Y","Accepted","Mimosa exalbescens","Mimosa exalbescens","Barneby","176475","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312735-2","","Fabaceae","1","1","wcvp","0",""
"150","Mimosa hexandra",1,"167636","Mimosa hexandra",1,"species","","",NA,"Micheli","Fabaceae","Mimosa","Mimosa",1,"hexandra","hexandra",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161718-2","","Y","Accepted","Mimosa hexandra","Mimosa hexandra","Micheli","167636","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161718-2","","Fabaceae","1","1","wcvp","0",""
"151","Mimosa lewisii",1,"176476","Mimosa lewisii",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"lewisii","lewisii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312738-2","","Y","Accepted","Mimosa lewisii","Mimosa lewisii","Barneby","176476","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312738-2","","Fabaceae","1","1","wcvp","0",""
"152","Mimosa paraibana",1,"1232354","Mimosa paraibana",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"paraibana","paraibana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312739-2","","Y","Accepted","Mimosa paraibana","Mimosa paraibana","Barneby","1232354","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312739-2","","Fabaceae","1","1","wcvp","0",""
"153","Mimosa cubatanensis",1,"167590","Mimosa cubatanensis",1,"species","","",NA,"Hoehne","Fabaceae","Mimosa","Mimosa",1,"cubatanensis","cubatanensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161612-2","","Y","Accepted","Mimosa cubatanensis","Mimosa cubatanensis","Hoehne","167590","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161612-2","","Fabaceae","1","1","wcvp","0",""
"154","Mimosa catharinensis",1,"176554","Mimosa catharinensis",1,"species","","",NA,"Burkart","Fabaceae","Mimosa","Mimosa",1,"catharinensis","catharinensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161578-2","","Y","Accepted","Mimosa catharinensis","Mimosa catharinensis","Burkart","176554","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161578-2","","Fabaceae","1","1","wcvp","0",""
"155","Mimosa caduca",1,"172278","Mimosa caduca",1,"species","","",NA,"(Humb. & Bonpl. ex Willd.) Poir.","Fabaceae","Mimosa","Mimosa",1,"caduca","caduca",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507746-1","","Y","Accepted","Mimosa caduca","Mimosa caduca","(Humb. & Bonpl. ex Willd.) Poir.","172278","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507746-1","","Fabaceae","1","1","wcvp","0",""
"156","Mimosa troncosoae",1,"1223376","Mimosa troncosoae",1,"species","","",NA,"Fortunato & Barneby","Fabaceae","Mimosa","Mimosa",1,"troncosoae","troncosoae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312740-2","","Y","Accepted","Mimosa troncosoae","Mimosa troncosoae","Fortunato & Barneby","1223376","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312740-2","","Fabaceae","1","1","wcvp","0",""
"157","Mimosa torresiae",1,"1048235","Mimosa torresiae",1,"species","","",NA,"R.Grether","Fabaceae","Mimosa","Mimosa",1,"torresiae","torresiae",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280952-2","","Y","Accepted","Mimosa torresiae","Mimosa torresiae","R.Grether","1048235","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280952-2","","Fabaceae","1","1","wcvp","0",""
"158","Mimosa leucaenoides",1,"172365","Mimosa leucaenoides",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"leucaenoides","leucaenoides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508237-1","","Y","Accepted","Mimosa leucaenoides","Mimosa leucaenoides","Benth.","172365","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508237-1","","Fabaceae","1","1","wcvp","0",""
"159","Mimosa martin-delcampoi",1,"1789873","Mimosa martin-delcampoi",1,"species","","",NA,"Medrano","Fabaceae","Mimosa","Mimosa",1,"martin-delcampoi","martin-delcampoi",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161803-2","","Y","Accepted","Mimosa martin-delcampoi","Mimosa martin-delcampoi","Medrano","1789873","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161803-2","","Fabaceae","1","1","wcvp","0",""
"160","Mimosa ervendbergii",1,"172320","Mimosa ervendbergii",1,"species","","",NA,"A.Gray","Fabaceae","Mimosa","Mimosa",1,"ervendbergii","ervendbergii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507968-1","","Y","Accepted","Mimosa ervendbergii","Mimosa ervendbergii","A.Gray","172320","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507968-1","","Fabaceae","1","1","wcvp","0",""
"161","Mimosa sinaloensis",1,"167730","Mimosa sinaloensis",1,"species","","",NA,"Britton & Rose","Fabaceae","Mimosa","Mimosa",1,"sinaloensis","sinaloensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161986-2","","Y","Accepted","Mimosa sinaloensis","Mimosa sinaloensis","Britton & Rose","167730","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161986-2","","Fabaceae","1","1","wcvp","0",""
"162","Mimosa hondurana",1,"1040233","Mimosa hondurana",1,"species","","",NA,"Britton","Fabaceae","Mimosa","Mimosa",1,"hondurana","hondurana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161724-2","","Y","Accepted","Mimosa hondurana","Mimosa hondurana","Britton","1040233","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161724-2","","Fabaceae","1","1","wcvp","0",""
"163","Mimosa malacophylla",1,"172374","Mimosa malacophylla",1,"species","","",NA,"A.Gray","Fabaceae","Mimosa","Mimosa",1,"malacophylla","malacophylla",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312742-2","","Y","Accepted","Mimosa malacophylla","Mimosa malacophylla","A.Gray","172374","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312742-2","","Fabaceae","1","1","wcvp","0",""
"164","Mimosa parvifoliolata",1,"166686","Mimosa parvifoliolata",1,"species","","",NA,"Alain","Fabaceae","Mimosa","Mimosa",1,"parvifoliolata","parvifoliolata",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161875-2","","Y","Accepted","Mimosa parvifoliolata","Mimosa parvifoliolata","Alain","166686","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161875-2","","Fabaceae","1","1","wcvp","0",""
"165","Mimosa diplacantha",1,"174751","Mimosa diplacantha",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"diplacantha","diplacantha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507907-1","","Y","Accepted","Mimosa diplacantha","Mimosa diplacantha","Benth.","174751","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507907-1","","Fabaceae","1","1","wcvp","0",""
"166","Mimosa domingensis",1,"172310","Mimosa domingensis",1,"species","","",NA,"(Bertero ex DC.) Benth.","Fabaceae","Mimosa","Mimosa",1,"domingensis","domingensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507926-1","","Y","Accepted","Mimosa domingensis","Mimosa domingensis","(Bertero ex DC.) Benth.","172310","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507926-1","","Fabaceae","1","1","wcvp","0",""
"167","Mimosa ekmanii",1,"167600","Mimosa ekmanii",1,"species","","",NA,"Urb.","Fabaceae","Mimosa","Mimosa",1,"ekmanii","ekmanii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161639-2","","Y","Accepted","Mimosa ekmanii","Mimosa ekmanii","Urb.","167600","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161639-2","","Fabaceae","1","1","wcvp","0",""
"168","Mimosa fagaracantha",1,"172322","Mimosa fagaracantha",1,"species","","",NA,"Griseb.","Fabaceae","Mimosa","Mimosa",1,"fagaracantha","fagaracantha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507980-1","","Y","Accepted","Mimosa fagaracantha","Mimosa fagaracantha","Griseb.","172322","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507980-1","","Fabaceae","1","1","wcvp","0",""
"169","Mimosa leonardii",1,"167650","Mimosa leonardii",1,"species","","",NA,"Britton & Rose","Fabaceae","Mimosa","Mimosa",1,"leonardii","leonardii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161763-2","","Y","Accepted","Mimosa leonardii","Mimosa leonardii","Britton & Rose","167650","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161763-2","","Fabaceae","1","1","wcvp","0",""
"170","Mimosa extranea",1,"167609","Mimosa extranea",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"extranea","extranea",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161651-2","","Y","Accepted","Mimosa extranea","Mimosa extranea","Benth.","167609","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161651-2","","Fabaceae","1","1","wcvp","0",""
"171","Mimosa bahamensis",1,"167555","Mimosa bahamensis",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"bahamensis","bahamensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161518-2","","Y","Accepted","Mimosa bahamensis","Mimosa bahamensis","Benth.","167555","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161518-2","","Fabaceae","1","1","wcvp","0",""
"172","Mimosa farinosa",1,"172324","Mimosa farinosa",1,"species","","",NA,"Griseb.","Fabaceae","Mimosa","Mimosa",1,"farinosa","farinosa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507987-1","","Y","Accepted","Mimosa farinosa","Mimosa farinosa","Griseb.","172324","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507987-1","","Fabaceae","1","1","wcvp","0",""
"173","Mimosa castanoclada",1,"177025","Mimosa castanoclada",1,"species","","",NA,"Barneby & Fortunato","Fabaceae","Mimosa","Mimosa",1,"castanoclada","castanoclada",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280935-2","","Y","Accepted","Mimosa castanoclada","Mimosa castanoclada","Barneby & Fortunato","177025","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280935-2","","Fabaceae","1","1","wcvp","0",""
"174","Mimosa detinens",1,"172300","Mimosa detinens",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"detinens","detinens",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507898-1","","Y","Accepted","Mimosa detinens","Mimosa detinens","Benth.","172300","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507898-1","","Fabaceae","1","1","wcvp","0",""
"175","Mimosa ostenii",1,"167681","Mimosa ostenii",1,"species","","",NA,"Speg. ex Burkart","Fabaceae","Mimosa","Mimosa",1,"ostenii","ostenii",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312745-2","","Y","Accepted","Mimosa ostenii","Mimosa ostenii","Speg. ex Burkart","167681","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312745-2","","Fabaceae","1","1","wcvp","0",""
"176","Mimosa ephedroides",1,"172318","Mimosa ephedroides",1,"species","","",NA,"(Gillies ex Hook.) Benth.","Fabaceae","Mimosa","Mimosa",1,"ephedroides","ephedroides",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507959-1","","Y","Accepted","Mimosa ephedroides","Mimosa ephedroides","(Gillies ex Hook.) Benth.","172318","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:507959-1","","Fabaceae","1","1","wcvp","0",""
"177","Mimosa echinocaula",1,"172315","Mimosa echinocaula",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"echinocaula","echinocaula",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312748-2","","Y","Accepted","Mimosa echinocaula","Mimosa echinocaula","Benth.","172315","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312748-2","","Fabaceae","1","1","wcvp","0",""
"178","Mimosa diplotricha",1,"1040879","Mimosa diplotricha",1,"species","","",NA,"C.Wright","Fabaceae","Mimosa","Mimosa",1,"diplotricha","diplotricha",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312750-2","","Y","Accepted","Mimosa diplotricha","Mimosa diplotricha","C.Wright","1040879","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312750-2","","Fabaceae","1","1","wcvp","0",""
"179","Mimosa diplotricha var. diplotricha",1,"190354","Mimosa diplotricha var. diplotricha",1,"variety","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"diplotricha","diplotricha",1,"","",NA,"var.","diplotricha",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190465-1","","Y","Accepted","Mimosa diplotricha var. diplotricha","Mimosa diplotricha","","190354","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190465-1","","Fabaceae","1","1","wcvp","0",""
"180","Mimosa diplotricha var. odibilis",1,"1369718","Mimosa diplotricha var. odibilis",1,"variety","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"diplotricha","diplotricha",1,"","",NA,"var.","odibilis",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312753-2","","Y","Accepted","Mimosa diplotricha var. odibilis","Mimosa diplotricha","Barneby","1369718","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312753-2","","Fabaceae","1","1","wcvp","0",""
"181","Mimosa supravisa",1,"1232355","Mimosa supravisa",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"supravisa","supravisa",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312754-2","","Y","Accepted","Mimosa supravisa","Mimosa supravisa","Barneby","1232355","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312754-2","","Fabaceae","1","1","wcvp","0",""
"182","Mimosa selloi",1,"172435","Mimosa selloi",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"selloi","selloi",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508660-1","","Y","Accepted","Mimosa selloi","Mimosa selloi","Benth.","172435","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508660-1","","Fabaceae","1","1","wcvp","0",""
"183","Mimosa suburbana",1,"1232356","Mimosa suburbana",1,"species","","",NA,"Barneby","Fabaceae","Mimosa","Mimosa",1,"suburbana","suburbana",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312755-2","","Y","Accepted","Mimosa suburbana","Mimosa suburbana","Barneby","1232356","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:312755-2","","Fabaceae","1","1","wcvp","0",""
"184","Mimosa pinetorum",1,"167696","Mimosa pinetorum",1,"species","","",NA,"Standl.","Fabaceae","Mimosa","Mimosa",1,"pinetorum","pinetorum",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161890-2","","Y","Accepted","Mimosa pinetorum","Mimosa pinetorum","Standl.","167696","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161890-2","","Fabaceae","1","1","wcvp","0",""
"185","Mimosa maracayuensis",1,"167664","Mimosa maracayuensis",1,"species","","",NA,"Chodat & Hassl.","Fabaceae","Mimosa","Mimosa",1,"maracayuensis","maracayuensis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508295-1","","Y","Accepted","Mimosa maracayuensis","Mimosa maracayuensis","Chodat & Hassl.","167664","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:508295-1","","Fabaceae","1","1","wcvp","0",""
"186","Mimosa gracilis",1,"167622","Mimosa gracilis",1,"species","","",NA,"Benth.","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"","",NA,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161693-2","","Y","Accepted","Mimosa gracilis","Mimosa gracilis","Benth.","167622","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161693-2","","Fabaceae","1","1","wcvp","0",""
"187","Mimosa gracilis subsp. capillipes",1,"1369733","Mimosa gracilis subsp. capillipes",1,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","capillipes",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967254-1","","Y","Accepted","Mimosa gracilis subsp. capillipes","Mimosa gracilis","(Benth.) Barneby","1369733","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967254-1","","Fabaceae","1","1","wcvp","0",""
"188","Mimosa gracilis subsp. capillipes var. capillipes",0.77149326622765,"1369733","Mimosa gracilis subsp. capillipes",0.77149326622765,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","capillipes",1,"","",NA,"","var. capillipes","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967254-1","","Y","Accepted","Mimosa gracilis subsp. capillipes","Mimosa gracilis","(Benth.) Barneby","1369733","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967254-1","","Fabaceae","1","1","wcvp","1","[Partial]"
"189","Mimosa gracilis subsp. capillipes var. invisiformis",0.77149326622765,"1369733","Mimosa gracilis subsp. capillipes",0.77149326622765,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","capillipes",1,"","",NA,"","var. invisiformis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967254-1","","Y","Accepted","Mimosa gracilis subsp. capillipes","Mimosa gracilis","(Benth.) Barneby","1369733","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967254-1","","Fabaceae","1","1","wcvp","1","[Partial]"
"190","Mimosa gracilis subsp. gracilis",1,"1232357","Mimosa gracilis subsp. gracilis",1,"subspecies","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","gracilis",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190447-1","","Y","Accepted","Mimosa gracilis subsp. gracilis","Mimosa gracilis","","1232357","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190447-1","","Fabaceae","1","1","wcvp","0",""
"191","Mimosa gracilis subsp. gracilis var. gracilis",0.77149326622765,"1232357","Mimosa gracilis subsp. gracilis",0.77149326622765,"subspecies","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","gracilis",1,"","",NA,"","var. gracilis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190447-1","","Y","Accepted","Mimosa gracilis subsp. gracilis","Mimosa gracilis","","1232357","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190447-1","","Fabaceae","1","1","wcvp","1","[Partial]"
"192","Mimosa gracilis subsp. gracilis var. brevissima",0.77149326622765,"1232357","Mimosa gracilis subsp. gracilis",0.77149326622765,"subspecies","","",NA,"","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","gracilis",1,"","",NA,"","var. brevissima","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190447-1","","Y","Accepted","Mimosa gracilis subsp. gracilis","Mimosa gracilis","","1232357","subspecies","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77190447-1","","Fabaceae","1","1","wcvp","1","[Partial]"
"193","Mimosa gracilis subsp. filiformis",1,"1232359","Mimosa gracilis subsp. filiformis",1,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","filiformis",1,"","",NA,"","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2374927-4","","Y","Synonym","Mimosa gracilis var. filiformis","Mimosa gracilis","(Benth.) Barneby","1232360","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967256-1","","Fabaceae","1","1","wcvp","0",""
"194","Mimosa gracilis subsp. filiformis var. filiformis",0.77149326622765,"1232359","Mimosa gracilis subsp. filiformis",0.77149326622765,"subspecies","","",NA,"(Benth.) Barneby","Fabaceae","Mimosa","Mimosa",1,"gracilis","gracilis",1,"","",NA,"subsp.","filiformis",1,"","",NA,"","var. filiformis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2374927-4","","Y","Synonym","Mimosa gracilis var. filiformis","Mimosa gracilis","(Benth.) Barneby","1232360","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:967256-1","","Fabaceae","1","1","wcvp","1","[Partial]"
